basepk,topic,category,procedural_score,error_x,error_y
3776333,budget leak allegations,Government Operations & Ethics,0.25,,
3776381,budget leaks and ministerial responsibility,Government Operations & Ethics,0.25,,
3776413,abuse of parliamentary rules,Parliamentary Affairs,0.75,,
3776560,sabotage of parliamentary process,Parliamentary Affairs,0.75,,
3776590,confidence in Minister of Finance,Government Operations & Ethics,0.5,,
3776597,budget leak and parliamentary integrity,Government Operations & Ethics,0.5,,
3776647,ministerial resignation based on criminal activity allegations,Government Operations & Ethics,0.75,,
3776649,security of budget printing,Government Operations & Ethics,0.25,,
3776701,ministerial responsibility for budget leak,Government Operations & Ethics,0.25,,
3776728,budget leaks and minister of finance loyalty,Government Operations & Ethics,0.25,,
3776747,budget leak and minister's resignation,Government Operations & Ethics,0.5,,
3776779,Budget leak and minister's responsibility,Government Operations & Ethics,0.25,,
3776833,Ministerial responsibility and parliamentary traditions,Government Operations & Ethics,0.75,,
3776841,ministerial responsibility for Budget leak,Government Operations & Ethics,0.5,,
3776897,speculation before budget,Economic & Fiscal Policy,0.25,,
3777050,breach of security and public trust,Government Operations & Ethics,0.75,,
3777213,hypocrisy and government budget,Government Operations & Ethics,0.25,,
3777282,merger tax and environmental tax,Economic & Fiscal Policy,0.0,,
3777352,question of privilege on budget information leak,Parliamentary Affairs,0.75,,
3777469,social spending and the next budget,Social Policy,0.25,,
3777515,regional spending and interest rates,Economic & Fiscal Policy,0.25,,
3777561,farm assistance program,Agriculture & Natural Resources,0.0,,
3777564,funding for Secretary of State programs,Government Operations & Ethics,0.25,,
3777587,economic policy and borrowing,Economic & Fiscal Policy,0.0,,
3777600,lifetime capital gains exemption,Economic & Fiscal Policy,0.0,,
3777601,borrowing authority and government finances,Economic & Fiscal Policy,0.25,,
3777620,tax on small business,Economic & Fiscal Policy,0.0,,
3777636,deficit and national debt reduction,Economic & Fiscal Policy,0.0,,
3777644,government borrowing authority and fiscal situation,Economic & Fiscal Policy,0.25,,
3777648,government borrowing and national debt reduction,Economic & Fiscal Policy,0.1,,
3777657,corporate welfare and western diversification fund,Economic & Fiscal Policy,0.25,,
3777721,unemployment insurance changes and minority communities,Social Policy,0.25,,
3777829,Prime Minister's foreign awards and domestic issues,Government Operations & Ethics,0.5,,
3777899,federal debt and government spending,Economic & Fiscal Policy,0.25,,
3777951,NATO modernization and negotiation timing,Foreign Affairs & Defence,0.0,,
3777957,Canada's role in NATO leadership,Foreign Affairs & Defence,0.0,,
3777989,unemployment insurance and training programs,Social Policy,0.25,,
3778019,ownership of financial institutions and trade deal,Trade & Industry,0.25,,
3778056,Quebec's role in constitutional reform and language rights,Intergovernmental & Constitutional Affairs,0.25,,
3778092,de Havilland STOL aircraft plant job cuts,Trade & Industry,0.25,,
3778121,tribute to a retiring politician,Parliamentary Affairs,0.5,,
3778189,rail passenger transportation and environment,Agriculture & Natural Resources,0.0,,
3778209,VIA Rail board proposals,Government Operations & Ethics,0.25,,
3778225,social housing programs and interest rates,Social Policy,0.0,,
3778273,pari-mutuel betting legislation,"Justice, Rights & Immigration",0.25,,
3778326,budget deficit and government spending,Economic & Fiscal Policy,0.25,,
3778394,government spending and deficit reduction,Economic & Fiscal Policy,0.1,,
3778425,Old Age Security and Family Allowances claw-back,Social Policy,0.25,,
3778447,dismantling of Hungarian-Austrian border fence,Foreign Affairs & Defence,0.0,,
3778455,military base closures and regional economies,Economic & Fiscal Policy,0.0,,
3778464,government spending and deficit reduction hypocrisy,Economic & Fiscal Policy,0.25,,
3778470,mileage payments for customs officials,Government Operations & Ethics,0.0,,
3778481,budgetary policy and interest rates,Economic & Fiscal Policy,0.0,,
3778495,acid rain controls and Prime Minister's award,Agriculture & Natural Resources,0.25,,
3778503,goods and services tax replacement,Economic & Fiscal Policy,0.25,,
3778523,closure of Canadian Forces Base Summerside,Foreign Affairs & Defence,0.0,,
3778560,unemployment and government incompetence,Social Policy,0.25,,
3778595,broiler hatching egg import controls,Agriculture & Natural Resources,0.0,,
3778688,government inflation and interest rate policy,Economic & Fiscal Policy,0.25,,
3778758,emergency debate on chemical waste in fuels,Agriculture & Natural Resources,0.25,,
3778800,budget tax impact on income groups,Economic & Fiscal Policy,0.25,,
3778818,bank bail-outs and depositor protection,Economic & Fiscal Policy,0.25,,
3778820,Canada Assistance Plan and food banks,Social Policy,0.25,,
3778821,Canadian Commercial Bank deposit insurance,Economic & Fiscal Policy,0.25,,
3778827,union donations and wage inequity,Social Policy,0.25,,
3778859,national apprenticeship program for skilled labour,Social Policy,0.0,,
3778874,broiler hatching chicks and eggs import controls,Agriculture & Natural Resources,0.0,,
3778897,transportation of dangerous goods and environment protection,Agriculture & Natural Resources,0.25,,
3778927,co-ops housing funding reduction,Social Policy,0.0,,
3779017,space agency funding in Montreal,Government Operations & Ethics,0.25,,
3779031,Free Trade Agreement and Atlantic Canada jobs,Trade & Industry,0.25,,
3779050,child care and agricultural milk imports,Social Policy,0.25,,
3779051,child care and dairy farmers,Agriculture & Natural Resources,0.25,,
3779057,government deficit and debt reduction,Economic & Fiscal Policy,0.25,,
3779060,universality of social programs,Social Policy,0.25,,
3779065,government deficit and tax policy,Economic & Fiscal Policy,0.25,,
3779068,income tax and pensions for seniors,Social Policy,0.25,,
3779074,economic policy and party differences,Economic & Fiscal Policy,0.25,,
3779075,Mulroney government accountability to corporations,Government Operations & Ethics,0.5,,
3779102,Port of Churchill grain shipments,Agriculture & Natural Resources,0.0,,
3779138,budget criticism and economic policy,Economic & Fiscal Policy,0.25,,
3779152,universality of benefits,Social Policy,0.25,,
3779204,taxation of old age pensions,Social Policy,0.0,,
3779219,transportation of toxic substances,Agriculture & Natural Resources,0.0,,
3779321,VIA Rail subsidy cuts and election promises,Government Operations & Ethics,0.25,,
3779336,reducing national debt and inflation,Economic & Fiscal Policy,0.0,,
3779340,Free Trade,Trade & Industry,0.25,,
3779499,toxic waste in fuel,Agriculture & Natural Resources,0.25,,
3779520,denial of statement by assistant,Parliamentary Affairs,0.5,,
3779529,transportation of dangerous goods regulations,Agriculture & Natural Resources,0.0,,
3779572,national debt and deficit,Economic & Fiscal Policy,0.25,,
3779588,government debt and deficit reduction,Economic & Fiscal Policy,0.25,,
3779618,financing for youth training programs,Social Policy,0.25,,
3779625,national debt and deficit reduction,Economic & Fiscal Policy,0.0,,
3779626,government deficit and national debt,Economic & Fiscal Policy,0.0,,
3779662,federal sales tax and national debt,Economic & Fiscal Policy,0.25,,
3779673,fuel tax evasion investigation,Economic & Fiscal Policy,0.0,,
3779820,federal sales tax impact on poor provinces,Economic & Fiscal Policy,0.25,,
3779923,defence policy and spending,Foreign Affairs & Defence,0.25,,
3779957,tainted fuel investigations,Agriculture & Natural Resources,0.25,,
3779983,defence spending cuts and modernization,Foreign Affairs & Defence,0.25,,
3780040,increase in senior citizens' pensions,Social Policy,0.25,,
3780051,tax reform and international trade competitiveness,Economic & Fiscal Policy,0.25,,
3780058,parliamentary representation,Parliamentary Affairs,0.75,,
3780074,government deficit and spending,Economic & Fiscal Policy,0.25,,
3780179,tax fraud and illegal profits,Economic & Fiscal Policy,0.25,,
3780199,Canada Health Day and volunteerism,Social Policy,0.0,,
3780205,police service and Special Olympics fundraising,Social Policy,0.05,,
3780211,protection of Canadian citizens in Guatemala,Foreign Affairs & Defence,0.0,,
3780220,Mothers' Day tribute,Social Policy,0.0,,
3780291,PCB contaminated fuels and worker health,Agriculture & Natural Resources,0.25,,
3780292,PCB laden fuels allegations,Agriculture & Natural Resources,0.75,,
3780325,Kraft Canada headquarters move to Ontario,Trade & Industry,0.0,,
3780379,PCB gasoline product contamination allegations,Agriculture & Natural Resources,0.25,,
3780388,government accountability and opposition irresponsibility,Government Operations & Ethics,0.75,,
3780417,Minister of the Environment's neglect on pollution,Agriculture & Natural Resources,0.25,,
3780470,testing of fuel oil tanks,Agriculture & Natural Resources,0.25,,
3780474,fuel tanker entry locations,Agriculture & Natural Resources,0.25,,
3780563,parliamentary rights and special warrants,Parliamentary Affairs,0.5,,
3780570,Governor General warrants and parliamentary supremacy,Parliamentary Affairs,0.5,,
3780578,budget's impact on women and children,Social Policy,0.0,,
3780632,military base personnel reductions,Foreign Affairs & Defence,0.0,,
3780700,CFB Summerside closure and deficit reduction,Foreign Affairs & Defence,0.0,,
3780745,rail transport of tainted fuels,Agriculture & Natural Resources,0.25,,
3780755,tainted fuel testing and reporting,Agriculture & Natural Resources,0.25,,
3780772,government fear of parliamentary recall,Parliamentary Affairs,0.5,,
3780773,government supply and parliamentary procedure,Parliamentary Affairs,0.5,,
3780774,parliamentary procedure and government action,Parliamentary Affairs,0.75,,
3780805,Senate sitting schedule,Parliamentary Affairs,0.75,,
3780808,Senate amendment legality and delaying tactics,Parliamentary Affairs,0.75,,
3780822,taxpayer payments and government bungling,Economic & Fiscal Policy,0.25,,
3780888,Atlantic Canada Opportunities Agency programs,Economic & Fiscal Policy,0.1,,
3780901,Atlantic Canada Opportunities Agency programs,Economic & Fiscal Policy,0.1,,
3780922,adjournment motion on regional development cuts,Economic & Fiscal Policy,0.75,,
3780930,national defence spending and taxation,Foreign Affairs & Defence,0.25,,
3780934,Canadian defence and arms reduction,Foreign Affairs & Defence,0.25,,
3780982,Newfoundland interests,Intergovernmental & Constitutional Affairs,0.25,,
3780990,government debt and deficit reduction,Economic & Fiscal Policy,0.0,,
3780998,human rights violations in Zimbabwe,Foreign Affairs & Defence,0.0,,
3781014,National Tourism Awareness Week,Trade & Industry,0.0,,
3781045,replacement of Salmon River CN bridge,Trade & Industry,0.0,,
3781057,Atlantic Canada regional development funding,Economic & Fiscal Policy,0.25,,
3781083,spending levels interpretation,Economic & Fiscal Policy,0.25,,
3781086,regional development cutbacks,Economic & Fiscal Policy,0.0,,
3781087,regional economic development and unemployment rates,Economic & Fiscal Policy,0.0,,
3781105,foreign fishing and trade sanctions,Trade & Industry,0.25,,
3781155,CEDIP regulations and Budget deficit,Economic & Fiscal Policy,0.25,,
3781167,family allowance and pension benefits,Social Policy,0.1,,
3781175,recession and government monetary policy,Economic & Fiscal Policy,0.25,,
3781183,government deficit and economic management,Economic & Fiscal Policy,0.25,,
3781189,government borrowing and interest rate policy,Economic & Fiscal Policy,0.25,,
3781225,"impact of budget on small business, seniors, and agriculture",Economic & Fiscal Policy,0.25,,
3781314,regional development budget cuts,Economic & Fiscal Policy,0.0,,
3781364,CBC's corporate responsibilities and cultural policies,Government Operations & Ethics,0.25,,
3781375,American garbage dumping in Eastern Townships,Agriculture & Natural Resources,0.25,,
3781425,Canada-France Interparliamentary Association report,Parliamentary Affairs,0.25,,
3781463,assistance for laid-off older workers,Social Policy,0.0,,
3781467,English language proficiency and guilt,Social Policy,0.25,,
3781484,support for older workers and displaced labour,Social Policy,0.25,,
3781586,federal budget impact on the Arctic,Economic & Fiscal Policy,0.25,,
3781590,closing of Summerside military base,Foreign Affairs & Defence,0.25,,
3781592,taxation and government spending in Manitoba,Economic & Fiscal Policy,0.25,,
3781621,human rights in Yugoslavia,Foreign Affairs & Defence,0.0,,
3781656,senate power and Liberal Party,Parliamentary Affairs,0.75,,
3781715,Global leak investigation,Government Operations & Ethics,0.25,,
3781852,question of privilege ruling,Parliamentary Affairs,0.75,,
3781959,Federal Business Development Bank loans for small business,Trade & Industry,0.0,,
3781998,Canada's role in NATO and NORAD,Foreign Affairs & Defence,0.25,,
3782001,Canadian troops in Europe,Foreign Affairs & Defence,0.25,,
3782005,agriculture and food processing industry growth,Trade & Industry,0.25,,
3782084,RCMP investigation into police force,Government Operations & Ethics,0.5,,
3782086,budget leak and minister of finance,Government Operations & Ethics,0.25,,
3782180,RCMP investigation of leak,Government Operations & Ethics,0.25,,
3782184,RCMP investigation of information leak,Government Operations & Ethics,0.25,,
3782191,honesty and integrity in politics,Government Operations & Ethics,0.5,,
3782252,ARMX '89 defence exhibition,Trade & Industry,0.0,,
3782254,ARMX trade show exhibits and defence equipment,Trade & Industry,0.25,,
3782263,defence trade exhibition,Trade & Industry,0.25,,
3782279,arms proliferation and sale to Third World countries,Foreign Affairs & Defence,0.25,,
3782288,ARMX defence goods showcase,Trade & Industry,0.25,,
3782292,defence industry and export controls,Trade & Industry,0.1,,
3782349,New Democratic Party's position on debate,Parliamentary Affairs,0.5,,
3782378,militarization of the economy,Economic & Fiscal Policy,0.25,,
3782412,PCB storage sites and destruction,Agriculture & Natural Resources,0.0,,
3782423,railway routing of ore-carrying cars,Agriculture & Natural Resources,0.0,,
3782453,Canada-US free trade agreement energy supply,Trade & Industry,0.25,,
3782456,dairy policy,Agriculture & Natural Resources,0.25,,
3782525,fortieth anniversary of the Federal Republic of Germany,Foreign Affairs & Defence,0.0,,
3782528,budget impact on agriculture,Economic & Fiscal Policy,0.0,,
3782570,arms sales to human rights abusers,Foreign Affairs & Defence,0.25,,
3782618,clarification of previous statements,Parliamentary Affairs,0.75,,
3782646,statement of fact,Parliamentary Affairs,0.75,,
3782654,tax deductions for free trade campaign contributions,Economic & Fiscal Policy,0.25,,
3782655,ministerial travel and government business,Government Operations & Ethics,0.25,,
3782690,agricultural support programs comparison,Agriculture & Natural Resources,0.0,,
3782692,order of speakers,Parliamentary Affairs,0.75,,
3782721,rules of debate,Parliamentary Affairs,0.75,,
3782756,government support for agriculture,Agriculture & Natural Resources,0.0,,
3782789,human rights in Pakistan,Foreign Affairs & Defence,0.0,,
3782812,police investigation and ministerial comment,Government Operations & Ethics,0.25,,
3782830,RCMP investigation of Global incident,Government Operations & Ethics,0.0,,
3782832,Budget leaks,Government Operations & Ethics,0.0,,
3782854,unparliamentary language,Parliamentary Affairs,0.75,,
3782873,Mutual Life leak and budget introduction,Government Operations & Ethics,0.25,,
3782874,RCMP investigation into budget information leak,Government Operations & Ethics,0.0,,
3782937,expulsion of Member of Parliament,Parliamentary Affairs,0.75,,
3782961,expulsion of Fred Rose,Parliamentary Affairs,0.5,,
3782967,Public Accounts Committee work,Parliamentary Affairs,0.25,,
3782977,closure of CFB London,Foreign Affairs & Defence,0.0,,
3782987,transport of Hydro-Quebec transformers by CN,Agriculture & Natural Resources,0.0,,
3782988,Canadian National Railway Company movement details,Government Operations & Ethics,0.0,,
3783013,starred questions procedure,Parliamentary Affairs,0.75,,
3783029,regional economic development initiatives,Economic & Fiscal Policy,0.1,,
3783031,native economic program extension,Indigenous & Northern Affairs,0.0,,
3783038,regional economic expansion programs,Economic & Fiscal Policy,0.1,,
3783085,Radio Bill order of business,Parliamentary Affairs,0.75,,
3783094,amendments to the Radio Act,Parliamentary Affairs,0.1,,
3783231,minister misleading the house,Government Operations & Ethics,0.75,,
3783248,RCMP investigations and witness protection,"Justice, Rights & Immigration",0.25,,
3783278,affordable housing development on Downsview lands,Social Policy,0.0,,
3783358,national museums policy and labour relations,Government Operations & Ethics,0.25,,
3783359,Canadian War Museum heritage status,Government Operations & Ethics,0.25,,
3783369,regional impact of National Museums Program,Government Operations & Ethics,0.0,,
3783407,NCC policy on boundary changes,Government Operations & Ethics,0.0,,
3783424,investment tax credit audit program,Economic & Fiscal Policy,0.25,,
3783426,VIA Rail subsidies and service reductions,Government Operations & Ethics,0.0,,
3783478,Minister of Finance's resignation rumours,Government Operations & Ethics,0.25,,
3783503,budget leak and government accountability,Government Operations & Ethics,0.25,,
3783523,RCMP notification of information,"Justice, Rights & Immigration",0.25,,
3783533,Minister of Finance Mutual Life decision,Government Operations & Ethics,0.25,,
3783548,RCMP advice to Privy Council Office,Government Operations & Ethics,0.25,,
3783551,Finance Minister's budget briefing,Government Operations & Ethics,0.25,,
3783627,Canadian film distribution share,Trade & Industry,0.1,,
3783676,VIA Rail passenger service cutbacks,Government Operations & Ethics,0.0,,
3783681,average earnings and job growth by occupation and sex,Economic & Fiscal Policy,0.0,,
3783726,time allocation for debate,Parliamentary Affairs,0.75,,
3783761,Nova Scotia economy and employment,Economic & Fiscal Policy,0.0,,
3783764,Atlantic Canada development spending,Economic & Fiscal Policy,0.0,,
3783770,federal and provincial government action in Nova Scotia,Intergovernmental & Constitutional Affairs,0.25,,
3783805,budget leak vs. constituent concerns,Government Operations & Ethics,0.5,,
3783932,Canadian citizens in China,Foreign Affairs & Defence,0.0,,
3784048,Atlantic Canada development,Economic & Fiscal Policy,0.25,,
3784074,Atlantic fishery conservation and policy,Agriculture & Natural Resources,0.1,,
3784085,government deficit and unemployment,Economic & Fiscal Policy,0.25,,
3784097,transfer of written questions to notice of motions,Parliamentary Affairs,0.75,,
3784121,criticism of government members,Parliamentary Affairs,0.75,,
3784130,government action on status of women,Social Policy,0.25,,
3784157,petition to save the Rouge Valley,Agriculture & Natural Resources,0.1,,
3784163,Western Grain Transportation Act constant costs,Agriculture & Natural Resources,0.0,,
3784173,private meeting with Speaker,Parliamentary Affairs,0.75,,
3784174,plant breeders' rights procedure,Agriculture & Natural Resources,0.75,,
3784175,adjournment motion on freedom of the press,Parliamentary Affairs,0.75,,
3784194,criminal charges against journalist Doug Small,"Justice, Rights & Immigration",0.25,,
3784296,sub-judice convention,Parliamentary Affairs,0.75,,
3784319,freedom of the press,"Justice, Rights & Immigration",0.25,,
3784362,RCMP investigation into budget leaks,Government Operations & Ethics,0.0,,
3784365,RCMP investigation into profit-taking,Government Operations & Ethics,0.25,,
3784369,budget secrecy and printing plant procedures,Government Operations & Ethics,0.25,,
3784399,use of standing order 39(6) for questions,Parliamentary Affairs,0.75,,
3784400,questions on the order paper procedure,Parliamentary Affairs,0.5,,
3784411,McGrath committee procedure for questions,Parliamentary Affairs,0.5,,
3784436,patented variety licensing discretion,Agriculture & Natural Resources,0.25,,
3784437,plant breeders' rights,Agriculture & Natural Resources,0.5,,
3784450,Young Offenders Act amendments,"Justice, Rights & Immigration",0.25,,
3784487,new native leaders in Canada,Indigenous & Northern Affairs,0.0,,
3784495,RCMP investigation into Mutual Life call,Government Operations & Ethics,0.0,,
3784518,RCMP investigation into budget leak,Government Operations & Ethics,0.0,,
3784523,Mutual Life leak and government ignorance,Government Operations & Ethics,0.25,,
3784557,Deputy Minister of Finance information relay,Government Operations & Ethics,0.0,,
3784559,information on Deputy Minister of Finance actions,Government Operations & Ethics,0.75,,
3784562,budget announcement timing,Economic & Fiscal Policy,0.0,,
3784564,RCMP inquiry into justice,"Justice, Rights & Immigration",0.0,,
3784603,budget leak inquiry,Government Operations & Ethics,0.25,,
3784618,confidence in Minister of Finance,Government Operations & Ethics,0.75,,
3784655,RCMP investigation into document dissemination,"Justice, Rights & Immigration",0.5,,
3784693,Lebanese genocide and UN intervention,Foreign Affairs & Defence,0.0,,
3784738,voting irregularities,Parliamentary Affairs,0.75,,
3784758,divestiture of Nordion and Theratronics,Trade & Industry,0.25,,
3784769,question of privilege procedure,Parliamentary Affairs,0.75,,
3784818,grain handling and transportation system,Agriculture & Natural Resources,0.0,,
3784827,unemployment insurance act recommendations,Social Policy,0.25,,
3784854,rights of individuals summoned to the Bar of the House,Parliamentary Affairs,0.25,,
3784863,establishment of the Canadian Space Agency,Government Operations & Ethics,0.0,,
3784880,RCMP independence from government intervention,Government Operations & Ethics,0.25,,
3784919,budget leak charges and government responsibility,Government Operations & Ethics,0.25,,
3784948,ministerial accountability for government actions,Government Operations & Ethics,0.25,,
3785048,War Measures Act arrests,"Justice, Rights & Immigration",0.25,,
3785085,Kerwin's mandate to set up Agency,Government Operations & Ethics,0.25,,
3785102,Canadian Space Agency legislation,Government Operations & Ethics,0.0,,
3785108,Canada's space program and agency,Government Operations & Ethics,0.25,,
3785114,safety of 12-hour shifts in nuclear power plants,Agriculture & Natural Resources,0.25,,
3785193,Petro-Canada policy,Trade & Industry,0.25,,
3785237,Canada-United States interparliamentary group meeting,Foreign Affairs & Defence,0.0,,
3785246,RCMP charges against journalist Doug Small,"Justice, Rights & Immigration",0.25,,
3785260,support for seniors,Social Policy,0.0,,
3785265,Quebec by-election results and congratulations,Parliamentary Affairs,0.25,,
3785267,hosting 1993 Summer Games,Government Operations & Ethics,0.0,,
3785424,order of business for upcoming legislation,Parliamentary Affairs,0.75,,
3785430,honouring veterans and world peace,Foreign Affairs & Defence,0.0,,
3785474,privatization of nuclear industry Crown corporations,Trade & Industry,0.25,,
3785493,privatization of Nordion and Theratronics,Trade & Industry,0.1,,
3785495,labour relations and employee protections in privatization,Trade & Industry,0.0,,
3785522,presence of visitor in gallery,Parliamentary Affairs,1.0,,
3785550,adjournment for debate on China human rights,Foreign Affairs & Defence,0.5,,
3785557,termination of Canadian Exploration and Development Incentive Program,Economic & Fiscal Policy,0.0,,
3785564,Canadian Exploration and Development Incentive Program Act,Economic & Fiscal Policy,0.0,,
3785633,confidential briefing on current situation,Government Operations & Ethics,0.5,,
3785698,US hazardous waste imports to Canada,Trade & Industry,0.0,,
3785710,Lebanese refugees immigration criteria,"Justice, Rights & Immigration",0.0,,
3785750,impact of program cuts on western Canadian agriculture,Agriculture & Natural Resources,0.25,,
3785761,parliamentary debate procedures,Parliamentary Affairs,0.75,,
3785768,impact of Bill on BC natural gas firms,Trade & Industry,0.25,,
3785789,Canadian Museum of Oceanography,Government Operations & Ethics,0.0,,
3785795,Canadian Museum of Oceanography,Government Operations & Ethics,0.25,,
3785803,Canadian Museum of Oceanography,Government Operations & Ethics,0.0,,
3785874,Chinese democracy and government actions,Foreign Affairs & Defence,0.25,,
3785984,occupational health and safety funding cuts,Social Policy,0.0,,
3786000,humanitarian aid to foreign countries,Foreign Affairs & Defence,0.0,,
3786114,Saskatchewan impact studies public hearings,Government Operations & Ethics,0.25,,
3786115,compliance with judicial guidelines,Agriculture & Natural Resources,0.0,,
3786167,railway safety inspection modernization,"Justice, Rights & Immigration",0.0,,
3786241,capital investment in public transit,Economic & Fiscal Policy,0.0,,
3786257,CANDU reactor sales and nuclear non-proliferation,Foreign Affairs & Defence,0.0,,
3786275,day care subsidies in Metropolitan Toronto,Social Policy,0.25,,
3786299,Ministerial conflict of interest allegations,Government Operations & Ethics,0.25,,
3786301,federal programs for Montreal,Intergovernmental & Constitutional Affairs,0.25,,
3786304,job creation and industrial programs in Quebec,Trade & Industry,0.0,,
3786307,Montreal economic decline and RRAP program,Economic & Fiscal Policy,0.25,,
3786329,Revenue Canada action on The Satanic Verses,"Justice, Rights & Immigration",0.25,,
3786363,VIA Rail budget cuts,Economic & Fiscal Policy,0.25,,
3786470,VIA Rail services and funding,Economic & Fiscal Policy,0.25,,
3786485,Canada Development Investment Corporation acquisition of Ginn and GLC,Trade & Industry,0.0,,
3786513,order of business,Parliamentary Affairs,0.75,,
3786564,James Bay project mercury contamination,Agriculture & Natural Resources,0.1,,
3786589,tax increases and expenditure reductions,Economic & Fiscal Policy,0.25,,
3786632,Great Lakes toxic waste reduction,Agriculture & Natural Resources,0.0,,
3786680,transportation of dangerous goods act enforcement,Agriculture & Natural Resources,0.0,,
3786704,income tax deductibility of business contributions,Economic & Fiscal Policy,0.25,,
3786730,Port of Churchill economic revitalization,Trade & Industry,0.0,,
3786773,US environmental bill extraterritoriality,Foreign Affairs & Defence,0.25,,
3786818,Canada-Europe air pollution reduction agreement,Foreign Affairs & Defence,0.0,,
3786823,municipal infrastructure and environmental protection,Agriculture & Natural Resources,0.25,,
3786826,dangerous goods regulations enforcement,Agriculture & Natural Resources,0.25,,
3786838,tabling of documents in both languages,Parliamentary Affairs,0.75,,
3786847,point of order on speaking time,Parliamentary Affairs,0.75,,
3786953,financial assistance for missing children network,Social Policy,0.25,,
3786957,goods and services tax implementation,Economic & Fiscal Policy,0.25,,
3786966,goods and services tax impact,Economic & Fiscal Policy,0.0,,
3786991,refundable sales tax credit,Economic & Fiscal Policy,0.0,,
3787033,taxpayer statistics and refunds,Economic & Fiscal Policy,0.0,,
3787060,Canada Post computer contract allegations,Government Operations & Ethics,0.25,,
3787064,conflict of interest guidelines Canada Post contract,Government Operations & Ethics,0.25,,
3787077,Goods and Services Tax brochure,Economic & Fiscal Policy,0.0,,
3787085,Dubin inquiry and drugs in sports,"Justice, Rights & Immigration",0.1,,
3787087,parliamentary visit to Britain report,Parliamentary Affairs,0.75,,
3787117,VIA Rail passenger service and airport funding,Economic & Fiscal Policy,0.25,,
3787119,VIA Rail job losses in western Canada,Economic & Fiscal Policy,0.25,,
3787124,VIA Rail passenger service funding,Economic & Fiscal Policy,0.25,,
3787128,VIA Rail subsidies and ridership,Economic & Fiscal Policy,0.25,,
3787138,Toronto International Airport revenue and expenditures,Economic & Fiscal Policy,0.25,,
3787147,rail passenger service and airports,Economic & Fiscal Policy,0.25,,
3787166,railway ridership and alternative travel,Economic & Fiscal Policy,0.25,,
3787241,recognition of members,Parliamentary Affairs,0.75,,
3787247,Free Trade Agreement economic impact,Trade & Industry,0.25,,
3787265,government borrowing for fiscal year,Economic & Fiscal Policy,0.0,,
3787288,refugee rights and immigration act,"Justice, Rights & Immigration",0.25,,
3787366,UN Security Council debate on China,Foreign Affairs & Defence,0.25,,
3787373,Quebec regional economic development programs,Intergovernmental & Constitutional Affairs,0.0,,
3787376,Air Canada non-resident share ownership,Trade & Industry,0.0,,
3787379,foreign ownership of Air Canada shares,Trade & Industry,0.25,,
3787401,VIA Rail operations in eastern Nova Scotia,Economic & Fiscal Policy,0.25,,
3787414,natural gas export licensing,Agriculture & Natural Resources,0.25,,
3787419,tabling of Ways and Means motion,Parliamentary Affairs,0.75,,
3787431,qualifications for accident investigation board members,Government Operations & Ethics,0.25,,
3787470,railway safety and job cuts,Trade & Industry,0.25,,
3787472,railway safety and employee workload,Trade & Industry,0.0,,
3787489,support for motion on confidentiality,Parliamentary Affairs,0.25,,
3787549,seniors in Kingston and the Islands,Social Policy,0.0,,
3787561,correction of voting record,Parliamentary Affairs,0.75,,
3787608,government funding for science and technology,Economic & Fiscal Policy,0.1,,
3787630,procedural changes for opposition days,Parliamentary Affairs,0.75,,
3787653,regional fairness in government printing contracts,Government Operations & Ethics,0.25,,
3787687,Canada-US air quality initiative,Foreign Affairs & Defence,0.0,,
3787703,new sales tax burden on families,Economic & Fiscal Policy,0.0,,
3787741,workplace health and safety information,Social Policy,0.0,,
3787760,sales tax audits for small businesses,Economic & Fiscal Policy,0.0,,
3787794,national highway system development,Intergovernmental & Constitutional Affairs,0.0,,
3787797,national highway policy funding,Economic & Fiscal Policy,0.25,,
3787799,tax relief for senior citizens,Social Policy,0.0,,
3787826,national strategy for education and illiteracy,Social Policy,0.25,,
3787843,funding for Canadian universities and student enrolment,Social Policy,0.0,,
3787851,Established Programs Financing legislation,Social Policy,0.25,,
3787855,illiteracy in Canada,Social Policy,0.0,,
3787909,housing affordability programs,Social Policy,0.0,,
3787953,RCMP legal advice,Government Operations & Ethics,0.25,,
3787973,Free Trade Agreement investments,Trade & Industry,0.0,,
3788008,toxic materials at crash site,Agriculture & Natural Resources,0.25,,
3788097,increase in public debt,Economic & Fiscal Policy,0.0,,
3788112,government borrowing authority and costs,Economic & Fiscal Policy,0.25,,
3788117,VIA Rail cutbacks and highway funding,Social Policy,0.25,,
3788127,thanks to house pages,Parliamentary Affairs,0.75,,
3788132,cost of unemployment,Social Policy,0.0,,
3788192,Rouge River Valley preservation,Agriculture & Natural Resources,0.0,,
3788193,VIA Rail service in Gaspe,Social Policy,0.25,,
3788207,unanimous agreement on question period,Parliamentary Affairs,0.75,,
3788216,fish processing and US competition,Trade & Industry,0.25,,
3788234,British Columbia salmon fishery enhancement,Agriculture & Natural Resources,0.25,,
3788263,regional economic development funding cuts,Economic & Fiscal Policy,0.25,,
3788304,unemployment insurance reform and job creation,Social Policy,0.0,,
3788383,Canada Post financial turnaround and service impact,Government Operations & Ethics,0.0,,
3788425,aircraft noise and land claims,Indigenous & Northern Affairs,0.25,,
3788442,parliamentary procedure and debate tactics,Parliamentary Affairs,0.75,,
3788443,tabling of documents,Parliamentary Affairs,0.75,,
3788446,access to documents,Government Operations & Ethics,0.75,,
