ended March 31	Owt.	$1922	12,435,237	35,924,8771923	16,988,823	42,976,9481924	17,306,981	46,173,7966.	Pulpwood used	in	Canadian mills-Calendar	Quantity	Valueyears	Cords	$1921	
2,180,578	38,283,2621922	
2,912,608	40,375,5991923	
3,270,433	43,594,5921924	Information not available7.	Answered by Nos. 1, 2, 3, 4, 5 and 6.8.	Exports of Lumber (Canadian produce) from Canada-Fiscal years-	Quantity	Valueended March 31	$Planks and boards	M.ft. 1,158,630	39,012,295Timber, square	...M.ft.	59,154	1,651,175Laths	M.	971,070	6,092,657Pickets	
M.	22,860	263,114Shingles	
M.	2,231,904	7,632,418Shooks	
-	602,740Veneers and plywood	
-	66,340Other lumber ...	-	409,473Planks and boards.	M.ft.	2,199,133	64,020,422Timber, square ..	.M.ft.	62,022	1,659,439Laths 	M.	1,401,297	8,313,267Pickets	M.	48,984	524,910Shingles	M.	2,622,035	10,528,319Shooks 	-	543,309Veneers and ply-	wood	-	219,464Other lumber ....	-	407,0701924	Planks and boards.	M.ft.	2,349,853	76,043,496Timber, square ...	M.ft.	179.987	5,074,631Laths	M.	1.611,923	9,836,960Pickets	M.	51,346	518,032Shingles	M.	2,519,734	9,206,873Shooks 	-	677,433Veneers and ply-	wood	-	529,080Other lumber ....	-	333,4739.	Information not available.10.	Answered in 8 and 9.

",Conservative (1867-1942),,Mr. CLARK:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=1d94c4b4-8378-4f3c-9aa1-bdfa6e79bfab&Language=E&Section=ALL
726126,ca.proc.d.1925-02-19.8.11,1925-02-19,,,,subtopic,QUESTIONS,CANADIAN NATIONAL RAILWAYS-ROLLING STOCK,,,,,,
726127,ca.proc.d.1925-02-19.8.11.1,1925-02-19,17d9fbdf-1bc5-4137-ac59-4e782464990f,ca.m.4762,,,QUESTIONS,CANADIAN NATIONAL RAILWAYS-ROLLING STOCK,,"1.	How many engines were built for Canadian National Railways in 1924?
2.	Where were these engines built?
3.	How many coaches, parlor ears and buffet parlor coaches were built for the Canadian National Railways in 1924?
4.	Where weie these built?
5.	How man3r mail and express cars, baggage cars, cabooses, box cars, ballast cars, general service cars were built for Canadian National Railways in 1924?
6.	Where were these built?

",Conservative (1867-1942),,Mr. ROSS (Kingston):,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=17d9fbdf-1bc5-4137-ac59-4e782464990f&Language=E&Section=ALL
726128,ca.proc.d.1925-02-19.8.11.2,1925-02-19,d37caeac-e2c8-4010-a406-bd6c910d1265,ca.m.6702,,Minister of Railways and Canals,QUESTIONS,CANADIAN NATIONAL RAILWAYS-ROLLING STOCK,,"1.	90.
2.	Kingston, Ont., Montreal, Que., Schenectady, N.Y.
3.	50.
4.	Montreal, Que.
5.	1,742.
6.	Montreal, Que; Hamilton, Ont.; Amherst, N.S., New Glasgow, N.S.

",Liberal,,Hon. Mr. GRAHAM:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=d37caeac-e2c8-4010-a406-bd6c910d1265&Language=E&Section=ALL
726129,ca.proc.d.1925-02-19.8.12,1925-02-19,,,,subtopic,QUESTIONS,CANADIAN NATIONAL RAII WAYS-RESULTS OF OPERATION,,,,,,
726130,ca.proc.d.1925-02-19.8.12.1,1925-02-19,6cab8398-dae1-4e94-b6be-0177cdcd9b99,ca.m.8626,Sir HENRY DRAYTON:,,QUESTIONS,CANADIAN NATIONAL RAII WAYS-RESULTS OF OPERATION,,"What were the results of the operations of the Canadian National system and affiliated companies in 1924 in:- (a) Atlantic region;	(b) Central region;	(c)
Grand Trunk Western lines (n United States); (d) Western region?

",Conservative (1867-1942),,Henry Lumley Drayton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6cab8398-dae1-4e94-b6be-0177cdcd9b99&Language=E&Section=ALL
726131,ca.proc.d.1925-02-19.8.12.2,1925-02-19,d37caeac-e2c8-4010-a406-bd6c910d1265,ca.m.6702,Hon. Mr. GRAHAM:,Minister of Railways and Canals,QUESTIONS,CANADIAN NATIONAL RAII WAYS-RESULTS OF OPERATION,,"(a)	Deficit of $3,545,004.24.
(b) Net revenue of $16,433,446.96.
(c) Net revenue of $5,710,667.77.
(d)	Deficit of $1,124,353.49.

",Liberal,,George Perry Graham,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=d37caeac-e2c8-4010-a406-bd6c910d1265&Language=E&Section=ALL
726132,ca.proc.d.1925-02-19.8.13,1925-02-19,,,,subtopic,QUESTIONS,WHEAT EXPORTS,,,,,,
726133,ca.proc.d.1925-02-19.8.13.1,1925-02-19,717ab1d6-e8dc-480c-aba9-4552f242369a,ca.m.5259,Mr. COOTE:,,QUESTIONS,WHEAT EXPORTS,,"How many bushels of each grade of wheat were exported from Canada to the United States during the fiscal years 1921, 1922, 1923, 1924?

Questions

",Progressive,,George Gibson Coote,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=717ab1d6-e8dc-480c-aba9-4552f242369a&Language=E&Section=ALL
726134,ca.proc.d.1925-02-19.8.13.2,1925-02-19,813dc256-6e33-4184-9974-dd19238a9aaf,ca.m.2558,Hon. Mr. CARDIN (for the Minister of Customs):,Minister of Marine and Fisheries,QUESTIONS,WHEAT EXPORTS,,"Exports of Canadian Wheat to the United States During the Fiscal Years Specified:
Fiscal year	Bushels
1921.""	42,324,894
1922		16,592,797
1923		16,213,629
1924		21,228,507
No records are available in this department
of the separate amounts of different grades of wheat comprised in the above exports.

",Liberal,,Pierre-Joseph-Arthur Cardin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=813dc256-6e33-4184-9974-dd19238a9aaf&Language=E&Section=ALL
726135,ca.proc.d.1925-02-19.8.14,1925-02-19,,,,subtopic,QUESTIONS,BOOT AND SHOE PRODUCTS,,,,,,
726136,ca.proc.d.1925-02-19.8.14.1,1925-02-19,5fe0a99b-215e-4a47-85c2-96d98e586cfc,ca.m.3309,,,QUESTIONS,BOOT AND SHOE PRODUCTS,,,Liberal,,Mr. PREVOST:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=5fe0a99b-215e-4a47-85c2-96d98e586cfc&Language=E&Section=ALL
726137,ca.proc.d.1925-02-19.8.14.2,1925-02-19,fe45cc27-e8e2-4fd4-b322-ff6ec72a5a88,ca.m.8295,Hon. Mr. LOW:,Minister of Trade and Commerce,QUESTIONS,BOOT AND SHOE PRODUCTS,,"5 AND 6.-IMPORTS OF LEATHER INTO CANADA FOR ALL PURPOSES WITH DUTY COLLECTED
(FISCAL YEARS)
Classification
Belting leather.. Calf, kid or goat, lamb and sheep skins, tanned. Calf, kid or goat, lamb and sheep skins, dressed, waxed or glazed	
Glove leathers, tanned ordress-ed, coloured or uncoloured, imported by glove manufacturers for use exclusively in their own factories in the manufacture of
gloves	
Harness leather. Japanned, patent or enamelled leather and Morocco leather, and leather in imitation of Morocco leather	
Skins for Moroc co leather, tanned, but not further manufactured ____
Sole leather.. Tanners' scrap
leather	
Upper leather, not	dressed,
waxed or glazed	
Upper leather, including don-gola, cordovan, kangaroo, alligator, and all upper leather, dressed, waxed or glazed, or further finished than tanned, n.o.p., and chamois skins. All other leather, dressed, waxed or glazed, etc.,
n.o.p	
All other leather and skins,n.o.p
Duty Imports Collected
251,044
457,407
5,956,753
2,099,797
54,342
12,986
767,861
s&-	'
43,390
82,941
;1,811,402
500,256
492,895
31,561
67,980
891,391
209,074 ; 8,106
10,258
1,941
133,799
6,508
12,371
Duty Imports Collected

469,331
274,965
1,799,308

264,045
73,015
68,571
2,068,913 _i. 69,023
34,832

",Liberal,,Thomas Andrew Low,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=fe45cc27-e8e2-4fd4-b322-ff6ec72a5a88&Language=E&Section=ALL
726138,ca.proc.d.1925-02-19.8.15,1925-02-19,,,,subtopic,QUESTIONS,"fF 12,589 C 234,872 II 19,638 51,048 868,298 210,667 243,468 $ 51,191 40,900 266,168 202,149 9,956 8,153 1,756 40,220 2,946 7,657",,,,,,
726139,ca.proc.d.1925-02-19.8.15.1.1,1925-02-19,,,,stagedirection,,,,Imports,,,,
726140,ca.proc.d.1925-02-19.8.15.1.2,1925-02-19,,,,stagedirection,,,,"185,636
151,167
1,731,605
122,029
30,184
34,128
711,872
21,263
Duty
Collected
20,343
22,474
258,306
70,646
3,080
19,510	4,650	32,008
ft
1,418 l! 262,026
20,154
63,832
603,138
272,114
144,303
Imports",,,,
726141,ca.proc.d.1925-02-19.8.15.1.3,1925-02-19,,,,stagedirection,,,,"188,110
122,775
1,120,850
jgf 188 43,864 J&t- ' 3,022
9,503
86,757
39,545
20,710
Duty
Collected
926,470
30,297
125,393
21,715
63,811
759,319
267,396
164,235",,,,
726142,ca.proc.d.1925-02-19.8.15.1.4,1925-02-19,,,,stagedirection,,,,"21,617
18,308
166,112
Imports",,,,
726143,ca.proc.d.1925-02-19.8.15.1.5,1925-02-19,,,,stagedirection,,,,"271,586
102,008
1,074,496
91,442 1,151,390 4,401	21,252
,721
21,515
3,257
9,538
104,963
38,872
23,920
Duty
Collected
28,149
13,572
167,383
24,908
30,024
782,012
306,748
197,100",,,,
726144,ca.proc.d.1925-02-19.8.15.1.6,1925-02-19,,,,stagedirection,,,,"31,473
14,961
159,034
115,093
3,031
6,774
2,036
28,240
3,736
4,470
107,541
44,481
28,601
7 and 8.-These questions will be answered by the Minister of Customs and Excise.

Questions",,,,
726145,ca.proc.d.1925-02-19.8.16,1925-02-19,,,,subtopic,QUESTIONS,DOMINION NOTE CIRCULATION,,,,,,
726146,ca.proc.d.1925-02-19.8.16.1,1925-02-19,c59fd096-6883-4701-81c3-6f45cd624771,ca.m.6634,,,QUESTIONS,DOMINION NOTE CIRCULATION,,"1.	During each of the years 1923 and 1924, what was the average amount of (a) Dominion notes, and (b) bank notes, in circulation?
2.	Of the Dominion notes what was the average amount of each denomination in circulation?

",Progressive,,Mr. SPENCER:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=c59fd096-6883-4701-81c3-6f45cd624771&Language=E&Section=ALL
726147,ca.proc.d.1925-02-19.8.16.2,1925-02-19,3c716a03-43b1-401d-820f-7921b10e5565,ca.m.6937,,Minister of Immigration and Colonization,QUESTIONS,DOMINION NOTE CIRCULATION,,"1.	(a) The monthly average of Dominion notes in circulation in 1923 was $240,862,014.40, in 1924, $226,002,627.55.
(b) The monthly average of bank notes in circulation in 1923 was $170,420,792, in 1924, $166,136,764.
2.	The average amount of each denomination of Dominion notes in circulation-
	1923	1924
Provincial.. ..	27,699 33	27,690 28Fractional.. ..	1,270.812 16	1,282,082 10$ 1 00 ..	16,876,095 00	17,160,537 172 00 ..	12,507,565 92	12,422,802 084 00 ..	35,555 33	34,736 335 00 ..	2,672,578 33	3,404,329 5950 00 ..	3,166 67	283 33500 00 ..	2,818,375 00	2.012,750 001,000 00 ..	5,608,250 00	3,944,416 67Bank Specials $ 500 00 ..	1,416 67	1,000 00 ..	936,750 00	747,166 675,000 00 ..	120,549,583 33	51,745,000 0050,000 00 ..	77,554,166 66	133,220,833 33

",Liberal,,Hon. Mr. ROBB:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=3c716a03-43b1-401d-820f-7921b10e5565&Language=E&Section=ALL
726148,ca.proc.d.1925-02-19.8.17,1925-02-19,,,,subtopic,QUESTIONS,IMPORTS OF POTATOES,,,,,,
726149,ca.proc.d.1925-02-19.8.17.1,1925-02-19,7c80f771-ca25-4628-8355-ae46ed1f9087,ca.m.6028,,,QUESTIONS,IMPORTS OF POTATOES,,"1.	How many car loads of potatoes were imported from the United States between January 1 and December 31, 1924?
2.	How many between January 1, 1925, and February 10, 1925?

",Conservative (1867-1942),,Mr. DOUCET:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=7c80f771-ca25-4628-8355-ae46ed1f9087&Language=E&Section=ALL
726150,ca.proc.d.1925-02-19.8.17.2,1925-02-19,813dc256-6e33-4184-9974-dd19238a9aaf,ca.m.2558,Hon. Mr. CARDIN (for the Minister of Customs):,Minister of Marine and Fisheries,QUESTIONS,IMPORTS OF POTATOES,,",
1.	January 1 to December 31, 1924, 56,375,173 pounds.
2.	January 1 to February 10, 1925, 3,015,742 pounds.

",Liberal,,Pierre-Joseph-Arthur Cardin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=813dc256-6e33-4184-9974-dd19238a9aaf&Language=E&Section=ALL
726151,ca.proc.d.1925-02-19.9,1925-02-19,,,,topic,PAYMENTS TO NEW BRUNSWICK UNDER HIGHWAYS ACT,,,,,,,
726152,ca.proc.d.1925-02-19.9.1,1925-02-19,7c80f771-ca25-4628-8355-ae46ed1f9087,ca.m.6028,Mr. DOUCET:,,PAYMENTS TO NEW BRUNSWICK UNDER HIGHWAYS ACT,,,"What were the total amounts paid to the government of New Brunswick, since January 1, 1912, by virtue of the Highways Act?

",Conservative (1867-1942),,Alexandre Joseph Doucet,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=7c80f771-ca25-4628-8355-ae46ed1f9087&Language=E&Section=ALL
726153,ca.proc.d.1925-02-19.9.2,1925-02-19,d37caeac-e2c8-4010-a406-bd6c910d1265,ca.m.6702,Hon. Mr. GRAHAM:,Minister of Railways and Canals,PAYMENTS TO NEW BRUNSWICK UNDER HIGHWAYS ACT,,,"The following amounts have been paid to the province of New Brunswick under authority of the Canada Highways Act:
Fiscal year 1921-22	 $ 438,303 74
1922-	23	
371,973	011923-	24	
297,202	601924-	25	
56,365	65

",Liberal,,George Perry Graham,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=d37caeac-e2c8-4010-a406-bd6c910d1265&Language=E&Section=ALL
726154,ca.proc.d.1925-02-19.10,1925-02-19,,,,topic,"$1,163,845 00 SOLDIER SETTLEMENT",,,,,,,
726155,ca.proc.d.1925-02-19.10.1,1925-02-19,b51147ec-fb01-4e00-bc55-826415ff1c97,ca.m.7791,,,"$1,163,845 00 SOLDIER SETTLEMENT",,,"1.	Is it the intention of the government to enact in legislation the report of the special committee on Soldier's Land Settlement, which was accepted by parliament last session?
2.	Will the committee be reappointed this session to further consider the question of revaluation of lands in districts where it has been shown that the original sale price was too high?

",Progressive,,Mr. BANCROFT:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=b51147ec-fb01-4e00-bc55-826415ff1c97&Language=E&Section=ALL
726156,ca.proc.d.1925-02-19.10.2,1925-02-19,3c716a03-43b1-401d-820f-7921b10e5565,ca.m.6937,,Minister of Immigration and Colonization,"$1,163,845 00 SOLDIER SETTLEMENT",,,"1.	The matter is now under consideration.
2.	Answered by No. 1.

",Liberal,,Hon Mr. ROBB:,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=3c716a03-43b1-401d-820f-7921b10e5565&Language=E&Section=ALL
726157,ca.proc.d.1925-02-19.11,1925-02-19,,,,topic,QUESTION PASSED AS ORDER FOR RETURN,,,,,,,
726158,ca.proc.d.1925-02-19.11.1.1,1925-02-19,,,,stagedirection,,,,"MAILS-PAYMENTS TO RAILWAYS Mr. STEWART (Humboldt):
1.	What principal changes in the routing of mail traffic have been made in the past twelve months?
2.	What has been the total amount paid to (a) the Canadian Pacific Railway, and (b) to the Canadian National Railways for carriage of mails for the last six months ?",,,,
726159,ca.proc.d.1925-02-19.12,1925-02-19,,,,topic,UNOPPOSED MOTIONS FOR PAPERS,,,,,,,
726160,ca.proc.d.1925-02-19.12.1,1925-02-19,,,,subtopic,UNOPPOSED MOTIONS FOR PAPERS,AMERICAN BRANCH FACTORIES IN CANADA,,,,,,
726161,ca.proc.d.1925-02-19.12.1.1,1925-02-19,b2723513-c609-4a5c-87f4-bd7c225ccd75,ca.m.2309,Hon. Mr. STEVENS:,,UNOPPOSED MOTIONS FOR PAPERS,AMERICAN BRANCH FACTORIES IN CANADA,,"For a copy of all correspondence between the Chamber of Commerce at Petrolia, Ontario, and the Department of Trade and Commerce, with regard to American branch factories in Canada.
SINGAPORE MILITARY BASE On the motion of Mr. Prevost:
For a copy of all correspondence, letters, telegrams and other documents exchanged between the government of Canada and that of Great Britain or other self governing dominion in connection with a military base at Singapore.

",Conservative (1867-1942),,Henry Herbert Stevens,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=b2723513-c609-4a5c-87f4-bd7c225ccd75&Language=E&Section=ALL
726162,ca.proc.d.1925-02-19.12.1.2,1925-02-19,b11f5b30-7d32-44e6-b23c-a24561c1eaf5,ca.m.7719,Right Hon. W. L. MACKENZIE KING (Prime Minister):,Prime Minister; President of the Privy Council; Secretary of State for External Affairs,UNOPPOSED MOTIONS FOR PAPERS,AMERICAN BRANCH FACTORIES IN CANADA,,"Since the return laid on the table of this House on May 6, 1924, there has been no correspondence on this subject that I am aware of. There may be confidential memoranda which have come from the British government, but these, I assume, the British government would not wish to have disclosed.

",Liberal,,William Lyon Mackenzie King,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=b11f5b30-7d32-44e6-b23c-a24561c1eaf5&Language=E&Section=ALL
726163,ca.proc.d.1925-02-19.12.1.3,1925-02-19,6d2239f0-68df-4f36-b0c9-3be648d7d592,ca.m.8455,Mr. SPEAKER:,Speaker of the Senate,UNOPPOSED MOTIONS FOR PAPERS,AMERICAN BRANCH FACTORIES IN CANADA,,"Dropped.

",Liberal,,Hewitt Bostock,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6d2239f0-68df-4f36-b0c9-3be648d7d592&Language=E&Section=ALL
726164,ca.proc.d.1925-02-19.13,1925-02-19,,,,topic,BRITISH NORTH AMERICA ACT,,,,,,,
726165,ca.proc.d.1925-02-19.13.1,1925-02-19,,,,subtopic,BRITISH NORTH AMERICA ACT,PROPOSED CHANGE IN METHOD OF MAKING,,,,,,
726166,ca.proc.d.1925-02-19.13.1.1.1,1925-02-19,06cf61a5-7c95-4155-ab94-d0d4156924b9,ca.m.931,Mr. W. F. MACLEAN (South York) moved:,,BRITISH NORTH AMERICA ACT,PROPOSED CHANGE IN METHOD OF MAKING,AMENDMENTS,"That an humble address be presented to His Most Excellent Majesty the King, in the following words: We, Your Majesty's most dutiful and loyal subjects, the (	) House of Commons of Canada,
in parliament assembled, humbly approach Your Majesty, praying that you may graciously be pleased to give your consent to submit a measure to the Parliament of the United Kingdom to amend the British North America Act, 1867, in the manner following, or to the following effect:-
Total payment

B. N. A. Act Amendment
"" An Act to amend the British North America Act. 1867.
""Be it enacted by the King's Most Excellent Majesty, by and with the advice and consent of the Lords, Spiritual and Temporal, and the Commons, in this present parliament assembled, and by the authority of same as follows:
"" 1. This Act may be cited as the British North America Act, 1925.
"" 2. The parliament of the Dominion may amend the said British North America Act when it may see fit to do so, but it is not empowered to pass any amendment affecting the rights guaranteed in said act to minorities.
"" 3. The proposed law for the alteration of the said act must be passed by an absolute majority of each house of parliament.""
All of which we humbly pray Your Majesty to take into your favourable and gracious consideration.
He said:	Mr. Speaker, in the debate on
the Address I took occasion to deal with a matter in which I think Canada has a vital interest, concerning, as it does, the constitution of this country and the rights of the people and parliament. My reason for directing the attention of the House to the subject was the judgment which had been delivered a few days previously by the Judicial Committee of the Privy Council in England, in connection with the Industrial Disputes Investigation Act. The constitutionality of that act was questioned before that committee and the act was declared1 by the committee to be ultra vires of the powers of the Dominion parliament. That seemed to me an invasion of what I regard as the rights of Canada; or, if it was not an invasion of those rights, it was at least of such a character as to make us realize that the time has arrived when we in this parliament should go into the question of our constitution and the question of our rights and determine whether we should longer remain subject to the decision of a court in the creation of which we had no voice.
The Judicial Committee of the Privy Council is a body of the highest legal standing. We all respect it; we have no objection to its findings; I believe its finding in this case was right in law. But to my mind such decisions are not in the interests of the development of this country in a constitutional way. I am confident that this parliament has only to ask that some kind of relief be afforded and the request will be granted, thus placing the interpretation of the constitution of Canada within our own country rather than outside of it.
Now, the only constitution we have for Canada is the document which I hold in my hand, the British North America Act. This copy is the official copy printed by parliament -I got it from the Senate-of ""The British North America Acts, 1867-1907,"" and I contend that any change in or improvement of the constitution of Canada must be by way
iMr. W. P. Maclean.]
of amendment to these acts, and that the place to make those amendments is in this parliament. I go further and say that it is the duty of this parliament to cause that constitution to be amended so that the same rights may be conceded to us as have been granted by the Imperial parliament to Australia, in large measure to South Africa, and finally to Ireland. If you examine these constitutions which have been created since the passing of these British North America Acts you will find that they widen as they go down. I was surprised to find upon investigation that in the case of the Irish Free State, the last one created, the constitution is wider than any of the others and there is the least interference. A little later I will deal with that matter more specifically and perhaps throw a little light upon it.
I am not a lawyer; I am only a lay member of this House, but I have watched the proceedings of the House and the sentiment of the people throughout the country and I can see that there is a growing feeling in the minds of the people that the time has come when we ought to have what Australia has, what South Africa has, what the Free State of south Ireland has-the right to make our owp constitution; to amend it and to have it interpreted in our own courts. We shall then be in a position in this parliament and in the provincial parliaments to adjust the law so as to suit the interpretation made by our own courts.

",Independent Conservative,,William Findlay Maclean,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=06cf61a5-7c95-4155-ab94-d0d4156924b9&Language=E&Section=ALL
726167,ca.proc.d.1925-02-19.13.1.1.2,1925-02-19,2e260e8b-f807-4883-bc18-86ae7402eaec,ca.m.1414,Mr. MARTELL:,,BRITISH NORTH AMERICA ACT,PROPOSED CHANGE IN METHOD OF MAKING,AMENDMENTS,"My hon. friend has said that the judgment of the Judicial Committee of the Privy Council in the Industrial Disputes Investigation Act case was correct. Supposing we had followed the decision of the Ontario court in that case, which was absolutely to tRe contrary effect, we would then not have had right law in this country.
