basepk,topic,error
1364081,stabilization of fish prices through subsidies,
1364149,veterans' life insurance legislation,
1364213,War Exchange Conservation Act amendments,
1364154,returned soldiers' insurance act statistics,
1364268,family allowance legislation,
1364308,introduction of family allowances legislation,
1364140,veterans' life insurance provisions,
1364181,veterans' life insurance legislation,
1364234,funding for the National Research Council,
1364180,government life insurance for veterans,
1364099,stabilization of fish prices and surplus management,
1364294,family allowance benefit structure,
1364344,family allowance payments and social services,
1364334,family allowances legislation,
1364189,repeal of War Exchange Conservation Act import prohibitions,
1364370,provincial jurisdiction over family allowances implementation,
1364271,procedural objection to family allowance bill referral,
1364290,proposed family allowance legislation,
1364318,low-cost housing policy,
1364254,family allowance legislation,
1364324,family allowances and child labour on farms,
1364387,interest charges on succession duties and income tax,
1364326,national health insurance and family allowances bill,
1364372,constitutional concerns regarding family allowances legislation,
1364355,family allowance cash subsidy legislation,
1364384,administration of succession duty assessments,
1364391,administration of the Dominion Succession Duty Act,
1364421,provincial testator's family maintenance acts recognition,
1362181,amendments to the Income War Tax Act,
1364390,administration of the Dominion Succession Duty Act,
1364459,succession duty taxation on estates,
1364425,Dominion Succession Duty Act amendments,
1364243,family allowances legislation,
1364434,Dominion Succession Duty Act amendments,
1364431,administration of dominion succession duties,
1364298,proposed family allowance payment rates,
1364366,opposition to the family allowances bill,
1364411,Dominion Succession Duty Act amendments,
1364410,cancellation of unpaid succession duty levies,
1364436,provincial jurisdiction over testamentary capacity,
1364414,dominion succession duty assessment practices,
1364412,definition of child for succession duty purposes,
1364424,apportionment of dominion succession duties,
1364438,Dominion Succession Duty Act amendments,
1364406,definition of child in succession duty legislation,
1364300,family allowance legislation,
1364446,Dominion Succession Duty Act amendments,
1364413,Dominion succession duty exemptions and adjustments,
1364476,Dominion Succession Duty Act amendments,
1364483,administrative practices for Dominion Succession Duty Act,
1364430,Dominion Succession Duty Act amendments,
1364494,collection of unpaid income tax from estates,
1364523,National Research Council funding and staffing,
1364475,Dominion succession duty tax provisions,
1364503,civil service superannuation act amendments,
1364505,civil service superannuation contributions and interest rates,
1364516,federal funding for British Columbia industrial research,
1364480,taxation of small gifts under succession duty,
1364522,establishment of a prairie research laboratory,
1364467,taxation of widow's life interest in estates,
1364487,administration of succession duties and income tax,
1364532,presidency of the national research council,
1364554,family allowance cost estimates,
1364577,government responsibility for labour claims,
1364470,taxation of life interests and powers of appointment,
1364465,double taxation under the Dominion Succession Duty Act,
1364504,civil service superannuation act amendments,
1364257,family allowances legislation,
1364481,Dominion Succession Duty Act gift exemptions,
1364466,succession duty on powers of appointment,
1364249,family allowances implementation and economic benefits,
1364540,family allowance legislation,
1364573,tax exemption for family allowance recipients,
1364568,administration of family allowance payments,
1364576,reinstatement of railway workers' pension rights,
1364584,enforcement of rules against reading speeches,
1364520,establishment of a prairie agricultural research laboratory,
1364510,civil service superannuation for house employees,
1364519,decentralization of National Research Council activities,
1364601,universal family allowance payments,
1364512,civil service superannuation act dependency definitions,
1364597,federal family allowance payment plan,
1364587,family allowances legislation,
1364580,criticism of family allowance distribution method,
1364610,historical regulation of child labour,
1364551,implementation of family allowances,
1364698,legislative support for family allowance payments,
1364648,family allowance cost distribution by province,
1364525,National Research Council scientific research policy,
1364579,federal family allowance legislation and provincial jurisdiction,
1364630,family allowance funding and regional equity,
1364714,implementation of family allowances,
1364524,national research council staffing and administration,
1364549,family allowance payments based on family size,
1364710,universal family allowance legislation,
1364542,family allowance legislation,
1364794,compulsory transfer of military veterans to industry,
1364620,cost and benefits of family allowance legislation,
1364749,land use and population of British Columbia Indian reserves,
1364820,recruitment of western female labour for canning,
1364789,disposal of surplus military aircraft,
1364603,calculation of family allowance benefits,
1364801,compulsory transfer of war veterans for labour,
1364718,impact of family allowances on labour disputes,
1364841,veterans' insurance legislation,
1364628,family allowance funding and income redistribution,
1364809,internment of Jacques Sauriol during election campaign,
1364871,veterans' life insurance eligibility extensions,
1364860,veterans' life insurance provisions,
1364843,veterans' life insurance policy amendments,
1364851,veterans' life insurance legislation,
1364804,RCMP investigation into Jacques Sauriol speech,
1364868,eligibility of First World War veterans for new veterans' insurance,
1364894,extension of veterans' insurance application period,
1364656,family allowance legislation opposition,
1364826,temporary transfer of industrial workers to farms,
1364861,veterans' life insurance provisions,
1364863,veterans' life insurance provisions,
1364873,veterans' life insurance coverage extension,
1364857,veterans' life insurance eligibility criteria,
1365020,simplification of veterans' insurance claim procedures,
1364895,removal of time limits on veterans' insurance,
1364896,veterans' life insurance provisions,
1365099,family allowance legislation,
1364930,veterans' insurance premium time limits,
1364880,veterans' life insurance coverage expansion,
1364872,veterans' insurance legislation,
1365032,family allowance legislation,
1365163,family allowance legislation and public health measures,
1365038,constitutionality of family allowances legislation,
1365106,Family Allowances Act,
1365155,family allowance legislation debate,
1365169,Family Allowances Act legislation,
1365166,family allowances legislation,
1365054,family allowance legislation,
1364924,endowment insurance options for veterans,
1365151,family allowances legislation,
1364994,eligibility criteria for veterans' life insurance,
1364909,veterans' life insurance eligibility expansion,
1365125,British government policy on family allowances,
1364914,veterans' life insurance policy lapses,
1365175,family allowances legislation constitutional validity,
1365046,constitutional validity of family allowances,
1364991,veterans' life insurance policy options,
1364890,removal of time limits on veterans' insurance,
1365179,family allowances legislation,
1364708,family allowance legislation,
1364907,veterans' life insurance policy beneficiaries,
1364878,government life insurance for veterans,
1364612,family allowance payment schedules,
1365101,implementation of social security legislation,
1364728,provincial statistics on child population,
1364993,veterans' life insurance policy options,
1364965,revival of veterans' insurance act,
1365040,constitutional validity of family allowance legislation,
1365050,family allowance administration and means testing,
1365104,family allowance payments for military families,
1365146,national family allowance legislation,
1364726,family allowance legislation,
1365207,clear title for soldier settlers,
1365188,establishment of diplomatic relations with Peru,
1365220,disposal of Alaska Highway construction supplies,
1365062,political opposition to family allowances,
1365219,disposal of Alaska Highway surplus equipment,
1365190,appointment of Lester B. Pearson as minister,
1365182,family allowance legislation,
1365161,national social security and family allowance legislation,
1364813,labour dispute at Halifax and Dartmouth shipyards,
1365238,investigation into Jacques Dumoulin's statements,
1365195,posthumous Victoria Cross award for Flight Lieutenant Hornell,
1365292,direct government credit for Canadian exports,
1365196,posthumous Victoria Cross award for Edward David Hornell,
1365201,R.C.M.P. arrest of selective service delinquent,
1365227,investigation into statements by Mr. Dumoulin and Mr. Sauriol,
1365377,export credits insurance for agricultural products,
1365241,Lethbridge meeting incident and racial animosity controversy,
1365311,export credits insurance legislation,
1365332,export credits insurance legislation,
1365202,RCMP disciplinary action at Balsam Creek funeral,
1365229,legal prosecution of Mr. Dumoulin,
1365400,family allowance legislation and contributory old-age pensions,
1365331,parliamentary procedure and decorum,
1365284,export credit insurance legislation,
1365411,family allowance legislation,
1365265,release of Camillien Houde and legal proceedings against Jacques Sauriol,
1365330,export credit insurance corporation policies,
1365320,procedural motion regarding debate timing,
1365379,agricultural marketing boards coordination,
1365429,family allowances legislation,
1365405,family allowance constitutional validity,
1365290,establishment of export credit insurance corporation,
1365272,Criminal Code amendment regarding appeals from summary convictions,
1365282,export credit insurance corporation legislation,
1365378,export credit insurance for agricultural products,
1365447,proposed family allowance legislation,
1365243,allegations of antisemitic heckling at a political meeting,
1365380,export credit and agricultural product marketing,
1365409,national health and social welfare protection,
1365431,family allowance legislation,
1365492,civil service superannuation for deckhands,
1365452,federal-provincial tax field reallocation,
1365455,destruction of united states military stores,
1365445,family allowance eligibility for soldiers' children,
1365453,family allowance payments,
1365443,eligibility for family allowances for children overseas,
1365278,export credits insurance legislation,
1365481,civil service superannuation act amendments,
1365593,wartime agricultural commodity prices,
1365502,employment status of parliamentary staff,
1365501,civil service superannuation and parliamentary staff tenure,
1365473,early retirement for postal employees,
1365432,family allowances legislation,
1365464,civil service superannuation and widows' pensions,
1365486,civil service superannuation act amendments,
1365604,agricultural price support legislation,
1365235,investigation into Jacques Dumoulin's Quebec election statements,
1365498,civil service superannuation and temporary employee status,
1365573,Halifax shipyards strike negotiations,
1365488,civil service superannuation act administration,
1365495,civil service superannuation contributions and pension calculations,
1365458,Social Credit economic policy and provincial autonomy,
1365500,civil service superannuation act provisions,
1365483,superannuation coverage for prevailing rate employees,
1365578,interpretation of reinstatement in civil employment act,
1365478,civil service superannuation and employment regulations,
1365543,national research council agricultural laboratory expansion,
1365612,fluctuations in agricultural cash farm income,
1365482,civil service superannuation eligibility requirements,
1365572,Halifax shipyard strike negotiations,
1365490,civil service superannuation for government ship deckhands,
1365608,representation of agricultural producers on advisory committees,
1365590,agricultural commodity price comparisons,
1365549,industrial utilization of farm products,
1365627,agricultural commodity price stabilization,
1365616,farm cash income and agricultural production statistics,
1365479,pension and benefits for seasonal civil servants,
1365569,unanimous report of the radio broadcasting committee,
1365620,administration of the Canada Grain Act,
1365610,annual variations in gross cash farm income,
1365484,civil service superannuation and salary adjustments,
1365626,gross cash income from farm products,
1365630,agricultural price controls and marketing boards,
1365642,agricultural policy and farm price support,
1365489,civil service superannuation act regulations,
1365653,establishment of floor prices for farm products,
1365672,analysis of Canadian agricultural income distribution,
1365674,calculation of net farm income,
1365656,agricultural price support legislation,
1365666,agricultural price support legislation,
1365665,agricultural price support legislation,
1365684,leadership qualifications of John Bracken,
1365654,stabilization of agricultural product prices,
1365670,economic disparity between agriculture and industry,
1365629,guaranteed price floors for agricultural products,
1365676,average Canadian farm income trends,
1365694,farm labour policies,
1365638,administration of agricultural commodity marketing boards,
1365732,grain farmer price disparities,
1365714,parliamentary scrutiny of expenditure legislation,
1365679,parity of agricultural income,
1365416,federal election timing and wartime governance,
1365662,establishment of agricultural price support boards,
1365541,agricultural research funding,
1365710,agricultural purchasing and export board legislation,
1365713,agricultural price support legislation,
1365752,agricultural price support policies,
1365494,civil service superannuation act amendments,
1365718,powers of the agricultural products board,
1365764,administration of agricultural product price supports,
1365758,agricultural price support and taxation,
1365726,grain farmer prices and wheat marketing legislation,
1365742,agricultural production and distribution policies,
1365737,agricultural price support legislation,
1365778,ideological debate between liberalism and socialism,
1365756,domestic beet sugar production,
1365772,Liberal party legislative record and political history,
1365759,personal parliamentary privilege regarding agricultural advocacy,
1365817,post-war demobilization and economic reconstruction,
1365811,surplus commodity price support legislation,
1365766,family allowance legislation implementation,
1365843,marketing of agricultural products,
1365861,floor price protection for agricultural products,
1365835,agricultural price support legislation,
1365911,appointment of permanent board members,
1365785,post-war agricultural price stabilization policies,
1365819,post-war agricultural export trade,
1365864,scope of agricultural products under bill,
1365783,agricultural price support legislation,
1365791,political history of reform legislation,
1365880,agricultural price supports,
1365879,wartime price controls on dairy products,
1365946,agricultural price stabilization and subsidies,
1365903,oath of secrecy for advisory committee members,
1365896,appointment of agricultural prices board members,
1365894,representation of agricultural organizations on price boards,
1365873,butter price regulation during the postwar transition,
1365931,agricultural price pooling and participation certificates,
1365901,oath of office for committee members,
1365871,agricultural floor price support legislation,
1365862,agricultural price support board legislation,
1365944,agricultural commodity pricing and cooperative marketing,
1365933,agricultural price support legislation,
1365932,administration of agricultural commodity price supports,
1365947,government agricultural price guarantees,
1365889,agricultural prices support board legislation,
1365779,international trade and economic policy,
1365927,agricultural price participation certificates,
1365885,establishment of agricultural prices support board,
1365926,wheat board participation certificates,
1365956,floor price administration for farm products,
1366023,duties and appointment of the chief registrar,
1365925,agricultural product price stabilization mechanisms,
1365971,representation of agricultural producers on advisory committees,
1365979,administration of commodity boards,
1365950,establishment of agricultural commodity boards,
1365928,guaranteed floor prices for agricultural products,
1365995,agricultural price support legislation,
1365960,agricultural floor price guarantees,
1365916,federal and provincial cooperation in agricultural grading,
1365963,agricultural commodity representation on boards,
1366009,implementation of legislative section 9,
1365951,government regulation of agricultural commodity boards,
1366065,life insurance for active service personnel,
1365986,advisory committee effectiveness for the meat board,
1366025,establishment of a new CBC radio station,
1365993,agricultural price regulation during postwar transition,
1366059,veterans' life insurance legislation,
1366006,parliamentary oversight of government regulations,
1366071,government price support for farm products,
1366020,military training recruitment records,
1366093,agricultural product price stabilization bill,
1366089,price stabilization for agricultural products,
1366101,agricultural price support participation certificates,
1366018,bribery prosecutions at Commodity Prices Stabilization Corporation,
1366069,agricultural price stabilization and participation certificates,
1366083,floor price for feed grains,
1366079,stabilization of oat prices and distribution,
1366091,grain price stabilization and participation payments,
1366110,stabilization of agricultural product prices,
1366092,floor price stabilization for coarse grains,
1366104,stabilization of alfalfa seed prices,
1366084,grain producer participation certificates,
1366087,floor price provisions for oats and barley,
1366153,agricultural price stabilization revolving fund,
1366103,agricultural price stabilization and floor prices,
1366102,issuance of coarse grains participation certificates,
1366105,agricultural price stabilization and board deficits,
1366117,agricultural price support floor prices,
1366077,stabilization of coarse grain prices,
1366085,agricultural product export contracts and price stabilization,
1366193,parliamentary oversight of government regulations,
1366161,importation of foreign fishery products,
1366212,partisan political appointments,
1366149,agricultural price stabilization mechanisms,
1366137,agricultural marketing board participation certificates,
1366143,government purchase of farm products at guaranteed prices,
1366156,agricultural price stabilization and government expenditure commitments,
1366131,agricultural floor price stabilization,
1366135,agricultural price stabilization and market regulation,
1366203,allegations of disloyalty against Charles P. McTague,
1366125,government agricultural price stabilization,
1366216,federal jurisdiction over old age pensions,
1366148,agricultural price stabilization and subsidies,
1366231,constitutional validity of family allowance legislation,
1366174,agricultural price stabilization and parity prices,
1366163,price stabilization for agricultural and food products,
1366136,stabilization of grain and agricultural product prices,
1366145,agricultural floor price stabilization,
1366144,agricultural price stabilization and marketing boards,
1366151,stabilization of cheese prices,
1366226,jurisdiction over old-age pensions,
1366237,federal jurisdiction over family allowances,
1366223,constitutional validity of family allowances,
1366217,jurisdictional responsibility for old age pensions,
1366162,agricultural price stabilization and trade policy,
1366247,family allowance legislation political implications,
1366268,constitutional validity of family allowances,
1366253,constitutionality of social legislation,
1366213,constitutional validity of family allowances,
1366250,constitutional legality of family allowances legislation,
1366260,family allowance scheme eligibility and administration,
1366251,constitutionality of government legislation,
1366218,constitutional jurisdiction over old age pensions,
1366228,constitutional jurisdiction over family allowances legislation,
1366322,procedural debate on family allowances,
1366258,family allowance legislation and regulatory provisions,
1366224,constitutional validity of family allowances,
1366256,family allowance legislation constitutionality,
1366341,family allowances legislation,
1366263,constitutional validity of family allowance legislation,
1366267,constitutional validity of family allowances,
1357164,flaxseed production and processing capacity,
1366272,implementation of family allowance legislation,
1366293,government family allowance policy,
1366276,federal control over currency and banking,
1366270,family allowance legislation,
1366255,constitutional validity of family allowance legislation,
1366299,federal responsibility for unemployment relief,
1357223,conscription for overseas military service,
1366306,family allowances legislation,
1366262,administration of family allowance income tax requirements,
1357276,coal mining working conditions and production,
1357207,Income War Tax Act maintenance deductions,
1357187,appointment of Canadian representatives to Bretton Woods Conference,
1366370,parliamentary rules on unparliamentary language,
1366281,family allowances and child welfare services,
1366280,constitutional aspects of family allowances,
1366273,implementation of family allowances legislation,
1366359,parliamentary rules of order and debate,
1357217,corporate income tax deductions for charitable donations,
1357149,international messages on Dominion Day,
1357203,refundable portion of income tax,
1366278,provincial autonomy and opposition to centralization,
1357440,inequalities in the Income Tax Act,
1357163,Canadian flax production and processing facilities,
1366295,government housing policy and slum conditions,
1357405,post-war reconstruction and youth welfare,
1357339,rural electrification and post-war planning,
1357476,government subsidies for industrial wages,
1357388,parliamentary privilege and freedom of speech,
1357305,income tax policy and compulsory savings,
1357492,federal fiscal policy and national debt,
1357413,official visit of General de Gaulle,
1357540,income tax administration and taxpayer rights,
1357462,labour relations and industrial income tax policy,
1357538,cream collection frequency regulations,
1357336,rural electrification policy,
1357494,government control of currency and credit,
1357544,1944-45 war expenditure and national debt,
1357586,monopolistic pricing of farm machinery,
1357332,post-war housing for veterans,
1357588,farm implement pricing and cooperative manufacturing,
1357350,parliamentary privilege and freedom of speech,
1357464,simplification of income tax forms,
1357321,wartime budget and government expenditure policy,
1357525,water supply and flood control infrastructure,
1357432,construction and sale of wartime housing,
1357473,wartime manpower policy and military recruitment,
1357592,regulation of farm implement monopolies,
1357487,labour representation on government boards,
1357221,military conscription and manpower mobilization,
1357516,monetary reform and national debt policy,
1357491,criticism of opposition parties,
1357618,post-war economic reconstruction and employment policies,
1357302,parliamentary rules regarding reading of speeches,
1357403,government social and educational assistance for youth,
1357682,hemlock automotive crating supply and procurement,
1357637,Income War Tax Act exemptions,
1357674,acquisition of land for airports,
1357599,federal budget and wartime price controls,
1357519,agricultural price floors and subsidies,
1357607,farm implement tariff reduction,
1357650,radio broadcasting licence fee rumours,
1357684,wheat participation certificates and taxation,
1357670,wartime housing construction statistics,
1357594,farm implement industry regulation and cooperatives,
1357630,budgetary legislation and government stability,
1357707,issuance of western grain participation certificates,
1357711,eviction policies for soldiers' families in Wartime Housing units,
1357768,agricultural taxation in the federal budget,
1357706,Acadia Coal Company labour dispute,
1357631,income tax exemptions and budget relief,
1357703,labour dispute at Acadia Coal Company,
1357722,1944 federal budget and post-war economic policy,
1357320,implementation of social credit policy,
1357826,judicial appeal provisions for the air transport board,
1357840,judicial appeal rights in aeronautics legislation,
1357738,tax incentives for oil exploration,
1357795,acute farm labour shortage proposals,
1357756,1944 federal budget and wartime taxation policy,
1357744,critique of 1944 federal budget social priorities,
1357830,judicial appeal of transport board decisions,
1357278,coal production and labor shortages in Nova Scotia,
1357295,parliamentary rules regarding reading speeches,
1357763,conscription and deployment of military personnel,
1357664,sixth victory loan administrative expenses,
1357778,taxation of the mining industry,
1357800,United Shipyards strike in Montreal,
1357770,income tax exemptions and floor prices for farmers,
1357746,democratic principles of the Co-operative Commonwealth Federation,
1357755,criticism of the federal budget,
1357853,expansion of northern Ontario air services,
1357811,federal jurisdiction over civil aviation,
1357804,investigation of irregularities at London military district,
1357849,postwar civil aviation policy,
1357819,civil aviation regulation and route licensing,
1357895,amendments to the Aeronautics Act,
1357865,competitive air transport development,
1357796,wartime farm labour shortages and harvesting assistance,
1357860,regulation of commercial air transport,
1357887,public ownership of air transportation routes,
1357781,post-war international planning and economic policy,
1357894,divestment of railway interests in aviation,
1357914,aeronautics board ministerial control,
1357868,public operation of commercial air routes,
1357915,government regulation of commercial air transport,
1357908,regulation of civil aviation,
1357890,Aeronautics Act amendments,
1357897,amendments to the Aeronautics Act,
1357889,separation of railway and airline operations,
1357870,government regulation of air services,
1357876,public control of air services,
1357279,post-war reconstruction and national social security,
1358007,regulation of the air industry,
1357993,federal jurisdiction over civil aviation boards,
1357951,public ownership of civil aviation services,
1357981,government ownership of Canadian air lines,
1357953,public ownership of Canadian air routes,
1358025,regulation of small commercial air services,
1357886,federal centralization of aviation licensing power,
1357971,public control of aviation and air franchises,
1357979,private enterprise versus state ownership,
1357732,corporate tax concessions and research expenditures,
1358038,amendments to the Aeronautics Act,
1357975,public versus private ownership of transport,
1357916,divestment of railway-owned airlines,
1357963,public ownership of commercial airlines,
1357224,import duties on fishing equipment and comparative national debt statistics,
1358033,government regulation of private enterprise,
1358054,establishment of an independent aeronautics board,
1358003,federal jurisdiction over air travel,
1358015,divorcement of railway and air transport services,
1357973,regulation of Canadian Pacific Air Lines,
1358013,government regulation of civil aviation industry,
1358017,international comparison of civil aviation statistics,
1357985,regulation of Canadian air transportation services,
1358034,divorce of air and rail transportation,
1358044,location of Saint John airport,
1358080,emigration and trade policy,
1358058,regulation of commercial air transport licensing,
1358069,construction costs of aerodromes,
1358072,ministerial control over air transport licensing,
1358063,amendment to the Aeronautics Act,
1357828,judicial appeal of aeronautics board decisions,
1358045,Saint John airport facilities and air service,
1358031,judicial review of air transport licensing,
1358065,federal expenditure on civil aviation infrastructure,
1358074,opposition to government ownership of industry,
1358110,amendments to the Aeronautics Act,
1358108,Aeronautics Act amendments and air transport board structure,
1357866,public planning of air transport services,
1358088,post-war aviation licensing regulations,
1358112,excessive ministerial authority in aeronautics legislation,
1358082,economic record of the 1920s Liberal government,
1358096,commercial aviation and free enterprise principles,
1358098,government regulation of commercial aviation,
1358076,government regulation of air transport licences,
1358070,civil aviation regulation and government control,
1358106,licensing and regulatory control of civil aviation,
1358105,critique of government socialist policies,
1358178,appointment terms for the air transport board,
1358255,prevention of discriminatory practices by air lines,
1358169,Aeronautics Act amendments regarding air defence,
1358211,veteran employment preference in civil service,
1358192,regional representation on the air transport board,
1358168,civilian air transport jurisdiction,
1358179,establishment of an air transport board,
1366466,criticism of the prime minister's electoral history,
1358140,Canadian Pacific Railway air line restrictions,
1358139,railway and shipping involvement in aviation,
1366515,family allowance bill eligibility for institutions,
1358213,regulatory jurisdiction for commercial air services,
1366539,federal funding for provincial institutions,
1358228,conflict of interest provisions for air board members,
1366497,dependents' allowances for overseas military personnel,
1358141,regulation of commercial air transport carriers,
1366534,family allowance payments for children in institutions,
1366468,constitutional validity of family allowances,
1366487,family allowance for children of soldiers,
1366506,eligibility for family allowances for soldiers' children,
1366516,administration of family allowances,
1366507,eligibility for family allowance benefits,
1358181,terms of appointment for board members,
1366522,eligibility requirements for family allowances,
1358256,aeronautics act amendment and board authority,
1358183,appointment of veterans to civil aviation board,
1358180,tenure terms for civil aviation board members,
1366517,family allowance eligibility for children in institutions,
1366531,family allowance benefits for institutionalized children,
1366493,family allowances for children of overseas soldiers,
1366450,parliamentary decorum and proceedings,
1366511,old age pension residency requirements,
1366566,family allowance payment administration,
1366503,citizenship eligibility for children of service personnel,
1366541,administration of family allowances,
1366545,administrative personnel for family allowances,
1366544,administration of family allowance payments,
1358217,conflict of interest provisions for air board,
1366533,administration of family allowances for institutionalized children,
1366569,coordination of family allowances and income tax,
1366575,family allowance administration and income tax offsets,
1366549,administrative procedures for family allowances registration,
1366542,administration of family allowance programs,
1366547,administration of family allowances,
1366518,definition of institution in family allowance legislation,
1366667,administrative restructuring of the Canadian Broadcasting Corporation,
1366603,family allowance payments to mothers,
1366567,family allowance legislation and income tax adjustments,
1366684,national referendum on family allowance legislation,
1366552,administration of family allowances,
1366578,family allowance application and income tax deductions,
1366701,family allowance payment rates,
1366586,family allowance eligibility for foster children,
1366592,family allowance eligibility criteria,
1366632,Halifax Shipyards strike settlement,
1366704,family allowance legislation,
1366703,family allowance payment scale for large families,
1366601,maternal eligibility for family allowances,
1366683,regional wage disparity in family allowance distribution,
1366606,inclusion of grandfathers in family allowance definitions,
1366675,family allowance payment rates and scales,
1366651,criticism of military recruitment advertising campaign,
1366580,family allowance tax adjustments,
1366582,family allowance eligibility for children in orphanages,
1366679,family allowance payment increases,
1366634,Halifax shipyards strike negotiations,
1366700,family allowance payments for children,
1366588,delegation of legislative power through regulations,
1366604,family allowance payment to mothers,
1366724,family allowance legislation,
1366723,funding mechanism for family allowance legislation,
1358133,aircraft registration requirements,
1366664,full-time chairman for Canadian Broadcasting Corporation,
1366710,family allowances for children,
1366721,family allowance benefit structure,
1366706,family allowance payment structure and means testing,
1366738,family allowance legislation,
1366728,family allowances distribution among provinces,
1366727,proposed family allowance scheme,
1366725,family allowance legislation payments,
1366748,federal family allowance legislation,
1366841,family allowances and income tax structure,
1366754,personal question of privilege,
1366832,family allowance school attendance regulations,
1366838,family allowance payment eligibility for institutions,
1366837,eligibility of foster children for family allowances,
1366847,exclusion of war veterans' children from family allowances,
1366801,family allowance eligibility for children in foster care,
1366782,family allowance payments and regional wage disparities,
1366845,family allowance exemptions and eligibility criteria,
1366758,estimated cost of family allowances,
1366849,income restrictions for family allowance recipients,
1366885,mother as primary recipient of family allowances,
1366897,family allowance appeal tribunals,
1366778,funding of family allowances,
1366890,administration of family allowance payments to mothers,
1366734,family allowance payment calculations,
1366806,administration of family allowance payments,
1366793,administration of family allowance payments,
1366802,family allowance payments for children in institutions,
1366776,administration and financing of family allowances,
1366820,timing of family allowance payments,
1366834,legal definitions of parental relationships for family allowances,
1366743,family allowance payments and social security schemes,
1366909,family allowances legislation,
1366828,administration of family allowance payments,
1366833,adoption eligibility under family allowances act,
1366750,parliamentary decorum and conduct of debate,
1366825,safeguards for family allowance expenditures,
1366848,prevention of family allowance payment duplication,
1366912,family allowance payments for Indian children,
1366852,expedited family allowance payments for service dependents,
1367060,export credits insurance legislation,
1366887,payment of family allowances to mothers,
1366896,administrative tribunal for family allowances,
1366903,administrative provisions for family allowances,
1367029,export credits insurance legislation,
1366906,administrative adjudication of social benefit claims,
1366993,regulation of international trade and cartels,
1367031,export credits insurance for foreign governments,
1367020,export credits insurance legislation,
1366937,registration requirements for family allowances,
1367006,export credits insurance legislation,
1367028,export credits insurance legislation,
1366925,family allowance registration procedures,
1366747,New Zealand family allowance social security provisions,
1366874,payment of family allowances to mothers,
1366757,estimated cost of family allowances,
1367000,state-controlled external trade boards,
1367015,export credits insurance legislation,
1367033,export credits insurance policy,
1366910,administrative regulations for family allowances,
1366967,eligibility of veterans for family allowances,
1367016,export credits insurance legislation,
1366941,administrative implementation of family allowances,
1366943,administrative procedure for family allowance applications,
1366866,federal-provincial coordination of family allowance administration,
1367109,export credits insurance for foreign trade,
1367088,export credits insurance legislation,
1367134,murder of Canadian prisoners of war,
1367128,export credits insurance for canadian exporters,
1367143,question of privilege regarding military service record,
1367151,export credits insurance legislation,
1367125,export credits insurance corporation operation,
1367157,export credits insurance contract terms,
1367124,bureaucratic delays in potato export permits,
1367165,export credits insurance legislation,
1367181,export credits insurance legislation,
1367160,export credits insurance legislation,
1367187,export credits insurance legislation,
1367119,export credits insurance legislation,
1366773,taxation implications of family allowance funding,
1367005,export credits insurance legislation,
1367199,government oversight of export credit risks,
1367468,government export credit guarantees,
1367392,civil service appointment and tenure regulations,
1367214,repayment security for foreign export credits,
1367471,government guarantees for export credits,
1367224,export credits insurance legislation,
1367257,export credits insurance legislation,
1367202,export credits insurance for trade with China,
1367503,post-war international agricultural trade policies,
1367474,government guarantee of foreign railway bond issues,
1367250,export credits insurance legislation,
1367167,export credits insurance scheme premium rates,
1367185,export credits insurance for international trade,
1367221,export credits insurance legislation,
1367002,export credits insurance and trade boards,
1367492,government export credit guarantees,
1367465,government guarantees for foreign trade financing,
1367456,export credit insurance act implementation,
1367475,foreign government purchase credits,
1367515,post-war agricultural trade and tariff reduction,
1367254,export credits insurance legislation,
1367266,export credits insurance legislation,
1367493,parliamentary approval for financial advances to enemy countries,
1367264,export credits insurance for small exporters,
1367196,export credits insurance for small businesses,
1367597,price guarantees for primary producers,
1367394,powers of export credit corporation,
1367353,Export Credits Insurance Act board composition,
1367267,export credits insurance legislation,
1367602,reorganization of the fishing industry,
1367381,remuneration for crown corporation directors,
1367593,floor prices for fish,
1367591,British Columbia fisheries legislation,
1367599,fishery products price support legislation,
1367091,export credits insurance scheme,
1367104,export credit insurance mechanisms,
1367571,fisheries price control board composition,
1367623,financial support for fishermen,
1367542,impact of tariffs on international trade,
1367598,support for fisheries product prices,
1367517,international postwar rehabilitation and trade policy,
1367580,Fisheries Board composition and exclusion of Japanese fishermen,
1367557,statistical analysis of canadian fisheries production,
1367566,historical market prices of canadian fish species,
1367604,east coast fishery infrastructure development,
1367321,definition of Canadian-produced goods for export insurance,
1367620,fisheries price support legislation,
1367589,British Columbia fishing industry regulations,
1367529,parliamentary oversight of government regulations,
1366819,maternal payment of family allowances,
1367549,fisheries price support legislation,
1367635,legislation for the benefit of fishermen,
1367619,financial relief for fishing industry workers,
1367551,fisheries price stabilization and subsidy policy,
1367600,fisheries products price support legislation,
1367446,post-war international trade planning,
1367625,federal price support for east coast fisheries,
1367684,quality standards for fish exports,
1367624,floor prices for east coast fish,
1367633,parliamentary independence and freedom of speech,
1367642,appointment of regulatory board members,
1367622,price support legislation for the fishing industry,
1367371,export credit insurance operations,
1367657,fisheries products price regulation,
1367272,export credits insurance and international trade policy,
1367664,fish marketing board regulations,
1367676,fisheries price stabilization and subsidy payments,
1367650,fisheries price support legislation,
1367691,price stabilization for fishermen,
1367501,post-war international trade and reconstruction credits,
1367706,government price support for fisheries,
1367367,location of the export trade corporation head office,
1367771,recruitment of agricultural labour for food processing,
