basepk,topic,category,procedural_score,error_x,error_y
3862006,Canada-US free trade agreement safeguards,Trade & Foreign Affairs,0.25,,
3862008,immigration and job creation,"Justice, Rights & Immigration",0.25,,
3862010,Canada-Mexico free trade talks,Trade & Foreign Affairs,0.25,,
3862031,farm income support programs,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3862034,federal support for agriculture,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3862038,agriculture policy review and safety net programs,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3862042,farm safety net programs and GRIP-NISA,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3862044,farm income stabilization programs,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3862048,citizens' forum and constitutional reform,Constitutional & Intergovernmental Relations,0.25,,
3862079,government communication strategy,Government & Electoral Affairs,0.25,,
3862085,government spending and expenditure control,Economy & Public Finance,0.25,,
3862093,economic recovery and job training,Social Policy,0.25,,
3862095,capital gains tax exemption,Taxation,0.25,,
3862097,economic recovery and job creation,Economy & Public Finance,0.0,,
3862100,Farm Income Protection Act,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3862107,horticultural producers farm income support,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3862113,Mexican visa policy for Canadians,Trade & Foreign Affairs,0.25,,
3862117,election observers and members of parliament,Government & Electoral Affairs,0.25,,
3862129,border customs pilot project impact on small business,Trade & Foreign Affairs,0.0,,
3862147,breast implants health risks,Social Policy,0.0,,
3862149,breast implants safety review,Social Policy,0.0,,
3862158,unemployment benefits and job retraining,Social Policy,0.25,,
3862176,question period rules and practices,Parliamentary Procedure,0.75,,
3862178,decorum and question period practices,Parliamentary Procedure,0.75,,
3862179,decorum and question period,Parliamentary Procedure,0.75,,
3862181,ministerial answers in Question Period,Parliamentary Procedure,0.75,,
3862189,Question Period rules and practices,Parliamentary Procedure,0.5,,
3862191,Question Period procedures and reform,Parliamentary Procedure,0.75,,
3862193,clarification of remarks on native people,Parliamentary Procedure,0.25,,
3862196,parliamentary privilege complaint,Parliamentary Procedure,0.75,,
3862198,question of privilege,Parliamentary Procedure,0.75,,
3862254,government support for agriculture,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3862257,farm income security programs,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3862258,Free Trade Agreement and dairy producers,Trade & Foreign Affairs,0.25,,
3862259,Free Trade Agreement and dairy exports,Trade & Foreign Affairs,0.25,,
3862264,GATT negotiations and agricultural producers,Trade & Foreign Affairs,0.0,,
3862279,farm income support and international trade,Trade & Foreign Affairs,0.0,,
3862282,Canada-U.S. softwood lumber memorandum of understanding,Trade & Foreign Affairs,0.25,,
3862284,CBC funding and national unity,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3862285,CBC restructuring and funding,Government & Electoral Affairs,0.25,,
3862308,motion of non-confidence in government,Parliamentary Procedure,0.75,,
3862310,Opposition Day motions and votes of non-confidence,Parliamentary Procedure,0.75,,
3862316,national debt interest payments and medicare,Economy & Public Finance,0.25,,
3862318,federal funding for provincial medicare,Social Policy,0.25,,
3862320,Canada Health Act standards enforcement,Social Policy,0.25,,
3862345,elimination of racial discrimination,"Justice, Rights & Immigration",0.0,,
3862384,customs preclearance program,Trade & Foreign Affairs,0.25,,
3862386,border crossing duty and tax collection,Taxation,0.25,,
3862389,public sector wage policy,Economy & Public Finance,0.0,,
3862404,federal-provincial fiscal transfers,Constitutional & Intergovernmental Relations,0.25,,
3862410,Meme breast implant safety,Social Policy,0.0,,
3862411,sexual discrimination in health care,Social Policy,0.25,,
3862412,breast implant safety and information,Social Policy,0.25,,
3862425,agriculture budget and western grains stabilization,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3862453,waterfront parkland development in Toronto,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3862459,importation of honey bees from Hawaii,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3862466,parliamentary procedure on supply days,Parliamentary Procedure,0.75,,
3862471,parliamentary procedure on supply motions,Parliamentary Procedure,0.75,,
3862476,opposition day motion supply procedure,Parliamentary Procedure,0.75,,
3862482,motion of non-confidence and supply,Parliamentary Procedure,0.75,,
3862493,supplementary question rules,Parliamentary Procedure,0.75,,
3862506,federal role in medicare funding and enforcement,Social Policy,0.25,,
3862508,user fees and medicare funding,Social Policy,0.25,,
3862511,health care system improvements,Social Policy,0.0,,
3862513,provincial transfers and health care funding,Social Policy,0.25,,
3862517,medicare cost effectiveness in Nova Scotia,Social Policy,0.0,,
3862535,federal funding for provincial health care costs,Social Policy,0.25,,
3862538,support for medicare and health care system,Social Policy,0.1,,
3862540,federal-provincial health care reform,Social Policy,0.1,,
3862542,government spending and national finances,Economy & Public Finance,0.25,,
3862551,federal-provincial responsibilities,Constitutional & Intergovernmental Relations,0.25,,
3862597,Quebec City business community gala,Government & Electoral Affairs,0.0,,
3862612,street prostitution social services,"Justice, Rights & Immigration",0.0,,
3862614,street youth programs and solicitation,"Justice, Rights & Immigration",0.25,,
3862616,youth street solicitation programs,"Justice, Rights & Immigration",0.25,,
3862624,bankruptcy statistics and economic turnaround,Economy & Public Finance,0.0,,
3862631,unemployment in Montreal,Economy & Public Finance,0.0,,
3862632,General Motors lay-offs and government loan,Economy & Public Finance,0.25,,
3862639,Canada's dollar value and tariff elimination,Trade & Foreign Affairs,0.25,,
3862644,Indian affairs land claims and self-government,Constitutional & Intergovernmental Relations,0.0,,
3862649,social services and provincial jurisdiction,Social Policy,0.25,,
3862654,federal government role in social problems,Social Policy,0.25,,
3862661,transportation cost recovery review,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3862662,impact of deregulation on Canadian exports,Trade & Foreign Affairs,0.25,,
3862675,translation of ship manuals,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3862683,Bloc Quebecois position on Canadian identity,Constitutional & Intergovernmental Relations,0.25,,
3862693,Minister of Justice's position on societal problem,"Justice, Rights & Immigration",0.25,,
3862699,parliamentary committee composition and size,Parliamentary Procedure,0.5,,
3862700,committee system operations,Parliamentary Procedure,0.5,,
3862702,Speaker's consideration of committee functioning,Parliamentary Procedure,0.75,,
3862753,criticism of government economic policy,Economy & Public Finance,0.25,,
3862755,Goods and Services Tax (GST) and income tax surtax,Taxation,0.25,,
3862758,federal cuts to provincial health and education,Social Policy,0.5,,
3862768,Canadian economic plan and national unity,Constitutional & Intergovernmental Relations,0.25,,
3862770,Older Workers Adjustment Program,Social Policy,0.25,,
3862773,impact of fiscal policies on rural communities,Economy & Public Finance,0.25,,
3862787,government deficit and spending,Economy & Public Finance,0.25,,
3862798,government budget and borrowing bill,Economy & Public Finance,0.25,,
3862800,criticism of government fiscal policy,Economy & Public Finance,0.25,,
3862802,government spending and interest rate policy,Economy & Public Finance,0.25,,
3862804,federal funding for postsecondary education,Social Policy,0.25,,
3862814,expenditure on royal commissions,Economy & Public Finance,0.25,,
3862846,report stage motions on agricultural producers income protection act,"Sectoral Policy: Resources, Agriculture & Transport",0.75,,
3862849,farm support legislation and producer input,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3862853,Western Grain Stabilization Act cap,"Sectoral Policy: Resources, Agriculture & Transport",0.1,,
3862858,farm income protection act,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3862875,family farm legislation and sitting hours,"Sectoral Policy: Resources, Agriculture & Transport",0.5,,
3862879,farm support programs and premiums,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3862910,referral of agricultural agreements to committee,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3862928,Dorval airport environmental protection project,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3862960,constitutional crisis and national unity debate,Constitutional & Intergovernmental Relations,0.25,,
3862972,Canadian unity and Quebec's place in Canada,Constitutional & Intergovernmental Relations,0.25,,
3862974,Canadian unity and regional tensions,Constitutional & Intergovernmental Relations,0.25,,
3862992,cabotage by American truckers,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3863024,interest rates and government spending,Economy & Public Finance,0.25,,
3863038,racism in Canada and government action,"Justice, Rights & Immigration",0.25,,
3863043,order of business and farm income bill,Parliamentary Procedure,0.5,,
3863053,House business and legislative scheduling,Parliamentary Procedure,0.75,,
3863056,question of privilege regarding government advertising,Parliamentary Procedure,0.75,,
3863058,contempt of parliament by government advertising,Parliamentary Procedure,0.75,,
3863061,question of privilege,Parliamentary Procedure,0.75,,
3863063,question of privilege on committee proceedings,Parliamentary Procedure,0.75,,
3863067,Speaker intervention in committee matters,Parliamentary Procedure,0.75,,
3863070,privileges committee consideration,Parliamentary Procedure,0.75,,
3863072,committee quorum and printing of evidence,Parliamentary Procedure,0.75,,
3863083,eligibility for agricultural support programs,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3863161,federal transfer payments to provinces,Economy & Public Finance,0.25,,
3863162,Montreal unemployment and job creation,Economy & Public Finance,0.0,,
3863163,job creation in Montreal,Economy & Public Finance,0.25,,
3863165,government job creation and economic performance,Economy & Public Finance,0.25,,
3863170,northern tax allowance program reform,Taxation,0.0,,
3863179,question of privilege procedure,Parliamentary Procedure,0.75,,
3863181,question of privilege and debate,Parliamentary Procedure,0.75,,
3863201,Minister of Finance's deficit remarks,Economy & Public Finance,0.5,,
3863207,budget deficit and debt reduction strategy,Economy & Public Finance,0.1,,
3863220,humane society membership exclusions,Social Policy,0.25,,
3863245,CBC budget and chairman-designate comments,Government & Electoral Affairs,0.25,,
3863249,CBC finances and funding,Government & Electoral Affairs,0.25,,
3863255,CBC funding and administration,Economy & Public Finance,0.0,,
3863260,economic recovery and job creation,Economy & Public Finance,0.25,,
3863262,job creation and economic policy,Economy & Public Finance,0.25,,
3863264,Canadian prosperity and national debt,Economy & Public Finance,0.25,,
3863267,interest rates and economic recovery,Economy & Public Finance,0.0,,
3863269,GST and inflation,Economy & Public Finance,0.0,,
3863273,Farm Income Protection Act,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3863305,impact of GST on consumer price index,Economy & Public Finance,0.0,,
3863308,government spending and budget impacts,Economy & Public Finance,0.25,,
3863317,government policies on children's poverty,Social Policy,0.0,,
3863337,keeping Petro-Canada as a Crown corporation,Government & Electoral Affairs,0.0,,
3863347,tax reform and corporate taxation,Taxation,0.1,,
3863348,taxation of corporate entertainment expenses,Taxation,0.25,,
3863349,deficit reduction fund and business entertainment expenses,Taxation,0.25,,
3863357,capital gains tax exemption for investors,Taxation,0.0,,
3863358,GST and national debt reduction fairness,Taxation,0.25,,
3863359,GST and tax reform,Taxation,0.25,,
3863360,goods and services tax reform,Taxation,0.25,,
3863371,national debt and taxation,Economy & Public Finance,0.25,,
3863373,government debt and spending management,Economy & Public Finance,0.1,,
3863375,personal income tax exemptions and credits,Taxation,0.0,,
3863379,fairness of the Canadian tax system,Taxation,0.25,,
3863383,budget proposal on seniors' income,Social Policy,0.25,,
3863385,fiscal policy and government spending,Economy & Public Finance,0.25,,
3863387,family allowances and old age security,Social Policy,0.25,,
3863388,taxation of incorporated family businesses,Taxation,0.25,,
3863393,fairness of taxation policies and the GST,Taxation,0.25,,
3863395,Tory fairness and business bankruptcies,Economy & Public Finance,0.25,,
3863397,unemployment insurance fund contributions,Social Policy,0.25,,
3863399,GST and taxation fairness for families,Taxation,0.25,,
3863401,older workers assistance program delays,Social Policy,0.25,,
3863406,government spending on bottled water,Economy & Public Finance,0.25,,
3863429,tabling of annual report,Parliamentary Procedure,0.75,,
3863448,CBC mandate and government support,Government & Electoral Affairs,0.0,,
3863452,parliamentary channel and committee contributions,Parliamentary Procedure,0.25,,
3863454,CBC mandate and rejuvenation,Government & Electoral Affairs,0.0,,
3863470,Canadian forest industry practices,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3863472,unemployment insurance appeal delay,Social Policy,0.25,,
3863488,Commissioner of Official Languages report,Government & Electoral Affairs,0.0,,
3863490,reform of federal sales tax,Taxation,0.25,,
3863492,government expenditures on official languages,Government & Electoral Affairs,0.25,,
3863494,government commitment to bilingualism,Government & Electoral Affairs,0.25,,
3863496,official languages regulations,Government & Electoral Affairs,0.0,,
3863499,official languages and economic policy,Government & Electoral Affairs,0.25,,
3863500,government commitment to official languages,Government & Electoral Affairs,0.0,,
3863522,Goods and Services Tax reform,Taxation,0.25,,
3863537,Industrial Research Assistance Program funding,Economy & Public Finance,0.0,,
3863540,Atlantic Canada Opportunities Agency investments,Economy & Public Finance,0.25,,
3863550,Allan Memorial Institute statement of claim,"Justice, Rights & Immigration",0.25,,
3863553,legal liability of the government,"Justice, Rights & Immigration",0.25,,
3863560,FST rebates and furniture discounts,Taxation,0.25,,
3863564,supplemental questions and procedure,Parliamentary Procedure,0.75,,
3863569,tribute to Leon Balcer,Parliamentary Procedure,0.25,,
3863571,tribute to Pauline Vanier,Parliamentary Procedure,0.0,,
3863573,passing of Madam Vanier,Parliamentary Procedure,0.0,,
3863576,question of privilege on budget advertisements,Parliamentary Procedure,0.75,,
3863600,cost of answering parliamentary questions,Parliamentary Procedure,0.25,,
3863601,partisan approach to answering questions,Parliamentary Procedure,0.75,,
3863628,CBC broadcasting and private broadcasters,Government & Electoral Affairs,0.25,,
3863640,CBC funding and regional programming,Government & Electoral Affairs,0.25,,
3863643,CBC television programs for young francophones,Government & Electoral Affairs,0.25,,
3863653,CBC vs private network employee numbers,Government & Electoral Affairs,0.25,,
3863684,CBC spending and budget,Government & Electoral Affairs,0.25,,
3863687,CBC spending and planning,Government & Electoral Affairs,0.25,,
3863705,unanimous consent for voting procedure,Parliamentary Procedure,1.0,,
3863717,interim supply estimates for fiscal year 1992,Economy & Public Finance,0.0,,
3863719,division on a bill,Parliamentary Procedure,1.0,,
3863737,division on supply motion,Parliamentary Procedure,0.75,,
3863746,allegations of prime minister's office interference,Parliamentary Procedure,0.75,,
3863747,parliamentary privilege and committee proceedings,Parliamentary Procedure,0.75,,
3863748,denial of interference allegations,Parliamentary Procedure,0.5,,
3863752,privilege and contempt of the house,Parliamentary Procedure,0.75,,
3863767,referral of hazardous products act to committee,Parliamentary Procedure,0.5,,
3863785,petition for peace in the gulf,Trade & Foreign Affairs,0.25,,
3863793,order of business and legislation passage,Parliamentary Procedure,0.5,,
3863812,agriculture and Bill C-79 procedure,Parliamentary Procedure,0.5,,
3863816,government attempts to pass legislation unnoticed,Parliamentary Procedure,0.75,,
3863818,Board of Internal Economy oath of secrecy,Parliamentary Procedure,0.5,,
3863820,amendment to Bill C-79 regarding RCMP investigations,Parliamentary Procedure,0.25,,
3863835,Senate amendments to a bill,Parliamentary Procedure,0.5,,
3863837,parliamentary procedure on amendments,Parliamentary Procedure,0.75,,
3863838,debate on motion referring to Bill C-79,Parliamentary Procedure,0.5,,
3863840,amendments to Bill C-79,Parliamentary Procedure,0.25,,
3863843,Parliament of Canada Act amendments,Parliamentary Procedure,0.25,,
3863850,order of business on agricultural bill,Parliamentary Procedure,0.75,,
3863853,agricultural bill and standing orders,Parliamentary Procedure,0.5,,
3863856,bylaw provisions under Bill C-79,Parliamentary Procedure,0.25,,
3863876,unemployment in Glengarry-Prescott-Russell,Social Policy,0.0,,
3863887,Expo 92 Canadian pavilion budget,Economy & Public Finance,0.25,,
3863888,mining company taxation and profitability,Taxation,0.25,,
3863892,Belanger-Campeau Commission vote,Constitutional & Intergovernmental Relations,0.5,,
3863896,constitutional reform and Meech Lake Accord,Constitutional & Intergovernmental Relations,0.25,,
3863903,constitutional proposals for Canada,Constitutional & Intergovernmental Relations,0.25,,
3863907,national unity and economic progress,Constitutional & Intergovernmental Relations,0.25,,
3863917,Meech Lake Accord and Canadian unity,Constitutional & Intergovernmental Relations,0.25,,
3863921,handling of national crisis,Constitutional & Intergovernmental Relations,0.5,,
3863923,Sovereignty and constitutional initiative,Constitutional & Intergovernmental Relations,0.5,,
3863929,Quebec sovereignty referendum,Constitutional & Intergovernmental Relations,0.25,,
3863931,federal-provincial relations,Constitutional & Intergovernmental Relations,0.5,,
3863941,national unity and Quebec's sovereignty,Constitutional & Intergovernmental Relations,0.5,,
3863947,firearms control legislation,"Justice, Rights & Immigration",0.25,,
3863952,free trade agreement and canola exports,Trade & Foreign Affairs,0.25,,
3863959,Reform Party voting policy,Parliamentary Procedure,0.5,,
3863981,amendments to standing orders on sittings and business,Parliamentary Procedure,0.5,,
3863994,amendments to standing orders on supply and estimates,Parliamentary Procedure,0.25,,
3864015,amendments to standing orders on committees,Parliamentary Procedure,0.5,,
3864016,dispensing with reading of motion,Parliamentary Procedure,0.75,,
3864018,use of parliamentary rules and tactics,Parliamentary Procedure,0.75,,
3864021,closure and time allocation,Parliamentary Procedure,0.75,,
3864029,standing orders committee business,Parliamentary Procedure,0.75,,
3864030,point of order on supply motion,Parliamentary Procedure,0.75,,
3864031,parliamentary procedure and debate tactics,Parliamentary Procedure,0.75,,
3864038,Centennial Flame Research Award for disabled persons,Social Policy,0.25,,
3864042,criminal records after absolute discharge,"Justice, Rights & Immigration",0.1,,
3864043,amendments to the Criminal Records Act,"Justice, Rights & Immigration",0.0,,
3864045,historical background of Criminal Records Act,"Justice, Rights & Immigration",0.25,,
3864046,amendments to the Criminal Records Act,"Justice, Rights & Immigration",0.0,,
3864053,aid for laid off workers in Elliot Lake,Social Policy,0.0,,
3864056,Fraser River environmental management program,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3864059,Canada-U.S. air transport negotiations,Trade & Foreign Affairs,0.25,,
3864071,national students' conference,Social Policy,0.0,,
3864078,cost overruns on Seville pavilion,Economy & Public Finance,0.25,,
3864089,constitutional reform process,Constitutional & Intergovernmental Relations,0.0,,
3864091,Canadian unity and constitutional reform,Constitutional & Intergovernmental Relations,0.25,,
3864093,parliamentary supremacy and national unity,Constitutional & Intergovernmental Relations,0.5,,
3864099,economic policy and national unity,Constitutional & Intergovernmental Relations,0.25,,
3864101,national unity and amending process,Constitutional & Intergovernmental Relations,0.25,,
3864103,tabling of deputy ministers' reports,Parliamentary Procedure,0.5,,
3864106,constitutional reform amending process,Constitutional & Intergovernmental Relations,0.25,,
3864120,parliamentary patriotism,Parliamentary Procedure,0.75,,
3864136,constitutional justice for native peoples,Constitutional & Intergovernmental Relations,0.0,,
3864139,official languages legislation and regulations,Government & Electoral Affairs,0.0,,
3864148,Quebec self-determination and National Assembly supremacy,Constitutional & Intergovernmental Relations,0.5,,
3864149,Belanger-Campeau Commission report on Quebec sovereignty,Constitutional & Intergovernmental Relations,0.25,,
3864167,national unity debate,Constitutional & Intergovernmental Relations,0.5,,
3864169,Prime Minister's participation in 1980 referendum,Constitutional & Intergovernmental Relations,0.5,,
3864182,Speaker's jurisdiction and parliamentary privilege,Parliamentary Procedure,0.75,,
3864183,referral of citizen disruptions to committee,Parliamentary Procedure,0.5,,
3864195,Royal Assent to Bills,Parliamentary Procedure,0.75,,
3864232,referral of hazardous materials legislation to committee,Parliamentary Procedure,0.25,,
3864235,address by President of Mexico,Trade & Foreign Affairs,0.75,,
3864239,Canada Post branch closure petitions,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3864249,restore VIA Rail services,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3864294,bylaw wording and amendment process,Parliamentary Procedure,0.5,,
3864296,Board of Internal Economy bylaws,Parliamentary Procedure,0.5,,
3864313,deferral of vote and consideration of Bill C-98,Parliamentary Procedure,0.75,,
3864321,Royal Assent to bills,Parliamentary Procedure,0.75,,
3864324,agriculture legislation consultation process,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3864326,farm security legislation,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3864370,unemployment in Cape Breton,Economy & Public Finance,0.0,,
3864391,unemployment and job creation,Economy & Public Finance,0.0,,
3864392,reducing inflation to lower interest rates,Economy & Public Finance,0.0,,
3864393,unemployment and government inaction,Economy & Public Finance,0.25,,
3864394,interest rates and job creation,Economy & Public Finance,0.0,,
3864411,US pork countervail challenge to free trade agreement,Trade & Foreign Affairs,0.25,,
3864417,Canada-U.S. Free Trade Agreement,Trade & Foreign Affairs,0.25,,
3864420,Canada-Mexico agricultural exports and environment,Trade & Foreign Affairs,0.0,,
3864422,liberalized trade policies and economic prosperity,Economy & Public Finance,0.0,,
3864431,humanitarian aid to Kurds in Iraq,Trade & Foreign Affairs,0.0,,
3864433,Canada's role in international conflict,Trade & Foreign Affairs,0.25,,
3864437,humanitarian assistance to Turkey,Trade & Foreign Affairs,0.0,,
3864454,Canada-US free trade agreement,Trade & Foreign Affairs,0.0,,
3864459,Mexico's economic policy and debt,Economy & Public Finance,0.0,,
3864467,Canada-U.S. free trade agreement grain exports,Trade & Foreign Affairs,0.0,,
3864469,Canada-US free trade agreement farm support,Trade & Foreign Affairs,0.25,,
3864495,restore VIA Rail services,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3864512,parliamentary procedure and rule changes,Parliamentary Procedure,0.75,,
3864516,House of Commons calendar and rule changes,Parliamentary Procedure,0.75,,
3864517,parliamentary procedure and rule changes,Parliamentary Procedure,0.75,,
3864518,division of motions,Parliamentary Procedure,0.75,,
3864520,interconnectedness of House rules and committees,Parliamentary Procedure,0.5,,
3864521,consideration of changes to Standing Orders,Parliamentary Procedure,0.75,,
3864524,parliamentary reform and public perception,Parliamentary Procedure,0.25,,
3864528,parliamentary procedure and partisan attacks,Parliamentary Procedure,0.75,,
3864534,parliamentary reform and adversarial system,Parliamentary Procedure,0.5,,
3864536,cooperation on House business and legislation,Parliamentary Procedure,0.25,,
3864540,parliamentary debate on throne speech,Parliamentary Procedure,0.5,,
3864544,"confidence in government, call for election",Parliamentary Procedure,0.75,,
3864548,proposed changes to House of Commons rules,Parliamentary Procedure,0.5,,
3864550,changes to the rules of the House of Commons,Parliamentary Procedure,0.5,,
3864552,parliamentary reform and government accountability,Government & Electoral Affairs,0.5,,
3864553,Question Period and member participation,Parliamentary Procedure,0.5,,
3864554,referral of standing orders to committee,Parliamentary Procedure,0.75,,
3864568,parliamentary procedure and debate,Parliamentary Procedure,0.75,,
3864572,parliamentary representation and constituency relations,Parliamentary Procedure,0.25,,
3864576,parliamentary procedure and democracy,Parliamentary Procedure,0.5,,
3864578,improving House of Commons procedure,Parliamentary Procedure,0.5,,
3864583,availability to constituents,Parliamentary Procedure,0.0,,
3864593,travel time for MPs from western Canada,Parliamentary Procedure,0.5,,
3864604,official language regulations and language of work,Government & Electoral Affairs,0.1,,
3864607,green plan environmental quality and energy efficiency,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3864608,Montreal unemployment and economic conditions,Economy & Public Finance,0.1,,
3864609,federal job creation programs in Montreal,Economy & Public Finance,0.1,,
3864626,Canada-Mexico diplomatic and economic relations,Trade & Foreign Affairs,0.0,,
3864630,Canada-Mexico relations and NAFTA,Trade & Foreign Affairs,0.0,,
3864632,North American free trade agreement,Trade & Foreign Affairs,0.0,,
3864634,Canada-Mexico relations and free trade,Trade & Foreign Affairs,0.25,,
3864638,Canada-Mexico relations and shared challenges,Trade & Foreign Affairs,0.1,,
3864640,appreciation for foreign leader's visit,Trade & Foreign Affairs,0.75,,
3864644,tabling of forestry report,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3864647,CBC broadcasting access for citizens,Government & Electoral Affairs,0.25,,
3864663,parliamentary reform and electoral mandates,Parliamentary Procedure,0.25,,
3864665,parliamentary committee effectiveness,Parliamentary Procedure,0.25,,
3864666,House of Commons rule changes,Parliamentary Procedure,0.5,,
3864670,parliamentary procedure and opposition role,Parliamentary Procedure,0.75,,
3864673,parliamentary procedure and rule changes,Parliamentary Procedure,0.75,,
3864676,parliamentary rule changes and opposition time,Parliamentary Procedure,0.5,,
3864680,unanimous consent rule changes,Parliamentary Procedure,0.75,,
3864682,parliamentary sitting days and recess,Parliamentary Procedure,0.5,,
3864683,parliamentary calendar proposals,Parliamentary Procedure,0.5,,
3864686,negotiating rule changes,Parliamentary Procedure,0.5,,
3864687,parliamentary debate on legislative package,Parliamentary Procedure,0.75,,
3864707,parliamentary procedure and public perception,Parliamentary Procedure,0.5,,
3864711,parliamentary attendance and conventions,Parliamentary Procedure,0.75,,
3864714,changing the Standing Orders,Parliamentary Procedure,0.75,,
3864717,parliamentary procedure and opposition tactics,Parliamentary Procedure,0.75,,
3864729,parliamentary attendance and committee work,Parliamentary Procedure,0.5,,
3864733,parliamentary conduct and public perception,Parliamentary Procedure,0.5,,
3864735,parliamentary reform and debate rules,Parliamentary Procedure,0.5,,
3864738,unanimous consent for extended debate,Parliamentary Procedure,0.75,,
3864750,Standing Orders reform package,Parliamentary Procedure,0.25,,
3864752,parliamentary procedure and legislative efficiency,Parliamentary Procedure,0.25,,
3864754,parliamentary rules and legislative delay,Parliamentary Procedure,0.75,,
3864758,legislative process and committee reform,Parliamentary Procedure,0.25,,
3864762,legislative committee process,Parliamentary Procedure,0.25,,
3864763,House sitting hours and government business,Parliamentary Procedure,0.5,,
3864770,Fraser River debris control funding,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3864771,Quebec trade relations with Mexico,Trade & Foreign Affairs,0.25,,
3864779,Canadian shipbuilding industry crisis,"Sectoral Policy: Resources, Agriculture & Transport",0.1,,
3864781,Dorval Airport taxi licence fees,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3864783,Air Cadet League 50th anniversary,Defence & National Security,0.0,,
3864796,economic recovery forecast,Economy & Public Finance,0.0,,
3864797,unemployment and social assistance,Social Policy,0.25,,
3864802,economic recovery and housing sales,Economy & Public Finance,0.0,,
3864804,interest rates and Canadian dollar policy,Economy & Public Finance,0.25,,
3864813,inflation and economic growth,Economy & Public Finance,0.25,,
3864815,government job creation record,Economy & Public Finance,0.25,,
3864820,Canadian aid to Kurds and refugees,Trade & Foreign Affairs,0.0,,
3864822,consultations on Kurdish community in Canada,Trade & Foreign Affairs,0.25,,
3864824,UN proposal for Kurdish enclave,Trade & Foreign Affairs,0.0,,
3864828,UN civilian presence in Iraq,Trade & Foreign Affairs,0.0,,
3864830,Canada's contribution to UNICEF for children in Iraq,Trade & Foreign Affairs,0.0,,
3864836,aid to refugees from oppression,Trade & Foreign Affairs,0.25,,
3864843,economic recovery plan,Economy & Public Finance,0.25,,
3864845,job training and trade agreements,Economy & Public Finance,0.25,,
3864848,restructuring of the steel industry,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3864858,CIDA restraint program consultation,Trade & Foreign Affairs,0.25,,
3864956,Bill C-210 and extradition process reform,"Justice, Rights & Immigration",0.25,,
3864960,extradition proceedings and appeals,"Justice, Rights & Immigration",0.25,,
3864976,Hamilton airport development and operations,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3864979,Toronto harbourfront management plan,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3864983,groundfish management plan and Atlantic Fisheries Adjustment Program,"Sectoral Policy: Resources, Agriculture & Transport",0.1,,
3865007,Quebec members' silence on constitutional issues,Constitutional & Intergovernmental Relations,0.75,,
3865042,foreign investment and jobs,Economy & Public Finance,0.25,,
3865044,foreign investment in Canadian industry,Economy & Public Finance,0.25,,
3865053,Meme breast implants and cancer-causing chemical,Social Policy,0.0,,
3865056,regulation of medical implants,Social Policy,0.1,,
3865059,Canadian proposal for Kurdish enclave,Trade & Foreign Affairs,0.0,,
3865069,foreign investment in aerospace industry,Economy & Public Finance,0.25,,
3865073,aboriginal program support and land claims,Social Policy,0.0,,
3865084,GST rebates on business inventory,Taxation,0.25,,
3865089,foreign investment policy,Trade & Foreign Affairs,0.25,,
3865146,parliamentary reform and Question Period,Parliamentary Procedure,0.5,,
3865148,clarification of rushing the Chair incident,Parliamentary Procedure,0.5,,
3865161,parliamentary calendar and constituency time,Parliamentary Procedure,0.75,,
3865163,budget debate time allocation,Parliamentary Procedure,0.5,,
