basepk,category,error
1394884,Wartime,
1394978,Wartime,
1394876,Wartime,
1394881,Wartime,
1395066,Wartime,
1395050,Wartime,
1394879,Wartime,
1394821,Other,
1394891,Wartime,
1394886,Wartime,
1395083,Wartime,
1395060,Other,
1395069,Wartime,
1395072,Wartime,
1395062,Other,
1394919,Wartime,
1394951,Wartime,
1394868,Wartime,
1395058,Wartime,
1394875,Wartime,
1392905,Wartime,
1395051,Wartime,
1395023,Budget,
1395078,Trade,
1395084,Wartime,
1394883,Wartime,
1394926,Wartime,
1395129,Wartime,
1395131,Wartime,
1395118,Infrastructure,
1395077,Wartime,
1395122,Wartime,
1394965,Other,
1395067,Wartime,
1395130,Wartime,
1395070,Wartime,
1395119,Infrastructure,
1395133,Budget,
1395088,Wartime,
1395085,Wartime,
1395099,Wartime,
1395162,Other,
1395104,Wartime,
1394931,Trade,
1395142,Other,
1394898,Wartime,
1395169,International relations,
1395076,Wartime,
1395181,International relations,
1395206,Wartime,
1395163,Other,
1395346,Infrastructure,
1395257,Other,
1395304,Infrastructure,
1395316,Infrastructure,
1395328,Infrastructure,
1393365,Wartime,
1395186,Wartime,
1395305,Infrastructure,
1395256,Other,
1395237,Trade,
1395308,Infrastructure,
1395327,Infrastructure,
1394980,Wartime,
1395266,Other,
1395397,Infrastructure,
1395287,Infrastructure,
1395259,Wartime,
1395289,Infrastructure,
1394976,Wartime,
1395293,Infrastructure,
1395292,Infrastructure,
1395399,Infrastructure,
1395435,Infrastructure,
1395309,Infrastructure,
1395339,Infrastructure,
1395385,Infrastructure,
1395345,Infrastructure,
1395398,Infrastructure,
1395452,Infrastructure,
1395441,Infrastructure,
1395388,Infrastructure,
1395430,Infrastructure,
1395544,Wartime,
1395520,Wartime,
1395523,Wartime,
1395539,Wartime,
1395400,Infrastructure,
1395423,Infrastructure,
1395534,Wartime,
1395624,Other,
1395632,Other,
1395510,Wartime,
1395568,Infrastructure,
1395517,Wartime,
1395557,Infrastructure,
1395442,Infrastructure,
1395518,Wartime,
1395583,Infrastructure,
1395610,Other,
1395634,Other,
1395613,Other,
1395577,Infrastructure,
1395535,Wartime,
1395519,Wartime,
1393779,Wartime,
1395511,Wartime,
1395638,Other,
1395512,Wartime,
1395574,Infrastructure,
1395528,Wartime,
1395641,Other,
1395621,Other,
1395677,Other,
1395566,Infrastructure,
1395687,Infrastructure,
1395561,Infrastructure,
1395565,Infrastructure,
1395628,Other,
1395675,Other,
1395543,Wartime,
1395664,Trade,
1395709,Other,
1395536,Wartime,
1395690,Other,
1395525,Wartime,
1395726,Other,
1395748,Other,
1395714,Other,
1395720,Other,
1395710,Infrastructure,
1395746,Other,
1395712,Other,
1395772,Other,
1395760,Other,
1395718,Infrastructure,
1395715,Other,
1395843,Other,
1395754,Other,
1395784,Other,
1395764,Other,
1395820,Other,
1395612,Other,
1395804,Other,
1395786,Other,
1395879,Budget,
1395796,Other,
1395823,Other,
1395654,Other,
1395756,Other,
1395914,Other,
1395899,Budget,
1395768,Other,
1395935,Wartime,
1395976,Other,
1394677,Other,
1395962,Trade,
1395950,Wartime,
1395963,Trade,
1395831,Other,
1395967,Other,
1396023,Other,
1395841,Other,
1395837,Other,
1396000,Other,
1396024,Other,
1396009,Other,
1396030,Other,
1395979,Other,
1395835,Other,
1396055,Other,
1396019,Other,
1395990,Trade,
1395833,Other,
1396004,Other,
1396040,Other,
1396070,Other,
1396058,Other,
1395855,Other,
1395999,Other,
1396027,Other,
1396047,Trade,
1396016,Infrastructure,
1396059,Other,
1396060,Other,
1396054,Other,
1395981,Trade,
1395847,Other,
1396056,Other,
1396093,Other,
1396034,Other,
1396076,Other,
1395992,Other,
1396074,Other,
1396078,Other,
1395985,Other,
1396091,Other,
1396092,Other,
1396057,Other,
1395994,Other,
1396028,Other,
1396044,Other,
1396117,Other,
1396089,Other,
1396121,Other,
1396175,Other,
1396126,Other,
1396094,Other,
1395752,Other,
1396176,Other,
1396081,Other,
1396192,Other,
1396184,Other,
1396152,Other,
1396191,Other,
1396200,Other,
1396107,Other,
1396202,Other,
1396190,Budget,
1396214,Other,
1396189,Budget,
1396218,Infrastructure,
1396256,Other,
1396180,Other,
1396185,Other,
1396096,Other,
1396220,Other,
1396250,Trade,
1396186,Budget,
1396228,Other,
1396254,Trade,
1396237,Other,
1396277,Budget,
1396215,Other,
1396287,Budget,
1396264,Other,
1396262,Other,
1396257,Other,
1396246,Other,
1396270,Budget,
1396271,Budget,
1396351,Income and Tax,
1396266,Other,
1396359,Income and Tax,
1396329,Income and Tax,
1396343,Income and Tax,
1396387,Income and Tax,
1396370,Income and Tax,
1396290,Budget,
1396427,Income and Tax,
1396356,Income and Tax,
1396367,Income and Tax,
1396534,Infrastructure,
1396346,Income and Tax,
1396442,Income and Tax,
1396379,Income and Tax,
1396477,Other,
1396380,Income and Tax,
1396294,Trade,
1396437,Income and Tax,
1396472,Other,
1396414,Income and Tax,
1396541,Infrastructure,
1396372,Income and Tax,
1396291,Trade,
1396413,Income and Tax,
1396386,Income and Tax,
1396562,Infrastructure,
1396589,Infrastructure,
1396340,Income and Tax,
1396537,Infrastructure,
1396407,Income and Tax,
1396597,Budget,
1396531,Infrastructure,
1396299,Trade,
1396587,Infrastructure,
1396639,Infrastructure,
1396633,Infrastructure,
1396540,Infrastructure,
1396583,Infrastructure,
1396655,Infrastructure,
1396640,Infrastructure,
1396620,Infrastructure,
1396659,Infrastructure,
1396653,Infrastructure,
1396645,Infrastructure,
1394869,Wartime,
1396602,Infrastructure,
1396664,Infrastructure,
1396595,Infrastructure,
1396604,Infrastructure,
1396651,Infrastructure,
1396642,Infrastructure,
1396676,Infrastructure,
1396619,Infrastructure,
1396473,Budget,
1396685,Infrastructure,
1396609,Infrastructure,
1396681,Infrastructure,
1396608,Infrastructure,
1396678,Infrastructure,
1396610,Infrastructure,
1396690,Infrastructure,
1396682,Infrastructure,
1396670,Infrastructure,
1396684,Infrastructure,
1396661,Infrastructure,
1396710,Infrastructure,
1396704,Infrastructure,
1396689,Infrastructure,
1396606,Infrastructure,
1396714,Infrastructure,
1396626,Infrastructure,
1396705,Infrastructure,
1396712,Infrastructure,
1396634,Infrastructure,
1396711,Infrastructure,
1396666,Infrastructure,
1396708,Infrastructure,
1396765,Infrastructure,
1396713,Infrastructure,
1396728,Other,
1396849,Infrastructure,
1396729,Infrastructure,
1396605,Infrastructure,
1396622,Infrastructure,
1396700,Infrastructure,
1396760,Infrastructure,
1396783,Infrastructure,
1396886,Infrastructure,
1396890,Infrastructure,
1396858,Infrastructure,
1396782,Infrastructure,
1396838,Infrastructure,
1396723,Infrastructure,
1396733,Infrastructure,
1396632,Infrastructure,
1396936,Income and Tax,
1396973,Income and Tax,
1396779,Infrastructure,
1396872,Infrastructure,
1396912,Income and Tax,
1396933,Income and Tax,
1396851,Infrastructure,
1396941,Income and Tax,
1396586,Infrastructure,
1396761,Infrastructure,
1396979,Income and Tax,
1396964,Income and Tax,
1396906,Income and Tax,
1396984,Income and Tax,
1396974,Income and Tax,
1396744,Infrastructure,
1397000,Income and Tax,
1396990,Income and Tax,
1396976,Income and Tax,
1396931,Income and Tax,
1396978,Income and Tax,
1397028,Income and Tax,
1397042,Income and Tax,
1397033,Income and Tax,
1396989,Income and Tax,
1397037,Income and Tax,
1397061,Income and Tax,
1396991,Income and Tax,
1397055,Income and Tax,
1396938,Income and Tax,
1397062,Income and Tax,
1397013,Income and Tax,
1397060,Income and Tax,
1397105,Income and Tax,
1397056,Income and Tax,
1397068,Income and Tax,
1397102,Income and Tax,
1397058,Income and Tax,
1396892,Infrastructure,
1397025,Income and Tax,
1397040,Income and Tax,
1397038,Income and Tax,
1397123,Income and Tax,
1397103,Income and Tax,
1397109,Health care,
1397160,Income and Tax,
1397172,Income and Tax,
1397176,Income and Tax,
1397145,Income and Tax,
1397142,Income and Tax,
1397150,Income and Tax,
1397162,Income and Tax,
1397198,Income and Tax,
1397115,Income and Tax,
1397180,Income and Tax,
1397273,Infrastructure,
1397099,Income and Tax,
1397279,Infrastructure,
1397183,Income and Tax,
1397118,Income and Tax,
1397159,Income and Tax,
1397106,Income and Tax,
1397278,Infrastructure,
1397290,Infrastructure,
1397207,Income and Tax,
1397276,Infrastructure,
1397225,Other,
1397289,Infrastructure,
1397184,Income and Tax,
1397285,Infrastructure,
1397325,Income and Tax,
1397319,Income and Tax,
1397334,Income and Tax,
1397291,Infrastructure,
1397200,Income and Tax,
1397248,Other,
1397378,Income and Tax,
1397309,Income and Tax,
1397293,Infrastructure,
1397301,Income and Tax,
1397398,Income and Tax,
1397222,Other,
1397371,Income and Tax,
1397302,Income and Tax,
1397425,Income and Tax,
1397407,Income and Tax,
1397400,Income and Tax,
1397294,Infrastructure,
1397453,Income and Tax,
1397370,Income and Tax,
1397408,Income and Tax,
1397277,Infrastructure,
1397438,Income and Tax,
1397311,Income and Tax,
1397202,Income and Tax,
1397414,Income and Tax,
1397359,Income and Tax,
1397449,Income and Tax,
1397452,Income and Tax,
1397444,Income and Tax,
1397436,Income and Tax,
1397435,Income and Tax,
1397439,Income and Tax,
1397477,Income and Tax,
1397440,Income and Tax,
1397458,Income and Tax,
1397463,Income and Tax,
1397381,Income and Tax,
1397479,Income and Tax,
1397492,Income and Tax,
1397104,Health care,
1397417,Income and Tax,
1397478,Income and Tax,
1397418,Income and Tax,
1397419,Income and Tax,
1397476,Income and Tax,
1397437,Income and Tax,
1397394,Income and Tax,
1397460,Income and Tax,
1397465,Income and Tax,
1397487,Income and Tax,
1397473,Income and Tax,
1397494,Income and Tax,
1397502,Income and Tax,
1397503,Income and Tax,
1397535,Income and Tax,
1397498,Income and Tax,
1397484,Income and Tax,
1397513,Income and Tax,
1397505,Income and Tax,
1397497,Income and Tax,
1397491,Income and Tax,
1397499,Income and Tax,
1397386,Income and Tax,
1397536,Income and Tax,
1397565,Income and Tax,
1397567,Income and Tax,
1397534,Income and Tax,
1397564,Income and Tax,
1397510,Income and Tax,
1397596,Income and Tax,
1397512,Income and Tax,
1397582,Income and Tax,
1397545,Income and Tax,
1397553,Other,
1397514,Income and Tax,
1397540,Income and Tax,
1397526,Income and Tax,
1397640,Income and Tax,
1397634,Income and Tax,
1397618,Income and Tax,
1397641,Income and Tax,
1397570,Income and Tax,
1397602,Income and Tax,
1397541,Income and Tax,
1397583,Income and Tax,
1397621,Income and Tax,
1397638,Income and Tax,
1397620,Income and Tax,
1397666,Income and Tax,
1397677,Income and Tax,
1397615,Income and Tax,
1397689,Income and Tax,
1397614,Income and Tax,
1397697,Income and Tax,
1397669,Income and Tax,
1397672,Income and Tax,
1397717,Income and Tax,
1397667,Income and Tax,
1397668,Income and Tax,
1397759,Income and Tax,
1397253,Other,
1397674,Income and Tax,
1397758,Income and Tax,
1397740,Income and Tax,
1390093,Other,
1397705,Income and Tax,
1397671,Income and Tax,
1397652,Income and Tax,
1397639,Income and Tax,
1390190,Wartime,
1390077,Other,
1390197,Wartime,
1390090,Other,
1390115,Trade,
1397623,Income and Tax,
1390192,Other,
1397613,Income and Tax,
1397657,Income and Tax,
1397698,Income and Tax,
1390188,Wartime,
1397762,Income and Tax,
1397233,Infrastructure,
1390070,Other,
1390130,Wartime,
1397767,Income and Tax,
1397763,Income and Tax,
1390183,Wartime,
1397637,Income and Tax,
1390207,Infrastructure,
1390129,Wartime,
1390249,Infrastructure,
1390219,Wartime,
1390118,Wartime,
1397765,Income and Tax,
1397709,Income and Tax,
1390258,Wartime,
1390265,Other,
1390253,Wartime,
1390275,Other,
1390237,Infrastructure,
1390323,Other,
1390308,Other,
1390332,Other,
1390286,Other,
1390326,Other,
1390340,Other,
1390315,Other,
1390313,Other,
1390297,Other,
1390244,Other,
1390325,Other,
1390344,Other,
1390397,Other,
1390359,Other,
1390422,Other,
1390447,Wartime,
1390420,Other,
1390311,Other,
1390416,Other,
1390281,Other,
1390348,Other,
1390302,Other,
1390356,Other,
1390382,Other,
1390466,Wartime,
1390352,Other,
1390465,Wartime,
1390450,Wartime,
1390459,Wartime,
1390387,Other,
1390365,Other,
1390454,Wartime,
1390437,Wartime,
1390395,Other,
1390485,Wartime,
1390457,Wartime,
1390497,Wartime,
1390453,Wartime,
1390391,Other,
1390501,Wartime,
1390442,Wartime,
1390490,Budget,
1390498,Wartime,
1390492,Wartime,
1390500,Wartime,
1390521,Wartime,
1390519,Wartime,
1390480,Wartime,
1390617,Infrastructure,
1390496,Wartime,
1390682,Wartime,
1390559,Infrastructure,
1390673,Infrastructure,
1390625,Infrastructure,
1390606,Infrastructure,
1390582,Infrastructure,
1390590,Infrastructure,
1390618,Infrastructure,
1390621,Infrastructure,
1390533,Other,
1390544,Infrastructure,
1390586,Infrastructure,
1390596,Other,
1390615,Infrastructure,
1390613,Infrastructure,
1390660,Infrastructure,
1390502,Wartime,
1390663,Infrastructure,
1390662,Infrastructure,
1390717,Infrastructure,
1390694,Infrastructure,
1390686,Infrastructure,
1390681,Infrastructure,
1390684,Infrastructure,
1390706,Infrastructure,
1390479,Wartime,
1390745,Infrastructure,
1390515,International relations,
1390839,Wartime,
1390941,Other,
1390938,Other,
1390982,Wartime,
1390714,Infrastructure,
1390873,Wartime,
1390842,Wartime,
1390747,Infrastructure,
1390939,Other,
1390977,Other,
1390983,Wartime,
1390950,Wartime,
1390890,Other,
1390813,Wartime,
1390981,Wartime,
1390729,Infrastructure,
1390883,Other,
1390987,Wartime,
1390969,Wartime,
1390401,Other,
1390986,Wartime,
1390741,Infrastructure,
1390802,International relations,
1390975,Wartime,
1390985,Wartime,
1390988,Wartime,
1390993,Wartime,
1390984,Wartime,
1391014,Other,
1390991,Wartime,
1391003,Wartime,
1391001,Wartime,
1390998,Wartime,
1391013,Other,
1391011,Wartime,
1390992,Wartime,
1390978,Wartime,
1390754,Infrastructure,
1391007,Wartime,
1391028,Wartime,
1391035,Wartime,
1390740,Infrastructure,
1391070,Other,
1391015,Other,
1390803,International relations,
1391037,Wartime,
1390851,Wartime,
1391072,Other,
1391025,Wartime,
1391069,Other,
1391026,Wartime,
1391036,Wartime,
1391056,Other,
1391147,Other,
1391034,Wartime,
1391125,Other,
1391141,Other,
1391030,Other,
1391006,Wartime,
1391142,Other,
1391120,Other,
1391151,Other,
1391044,Other,
1391206,Other,
1391211,Other,
1391157,International relations,
1391075,Other,
1391216,International relations,
1391166,Other,
1391220,Other,
1391148,International relations,
1391217,Other,
1391107,Other,
1391233,Other,
1391213,Other,
1391205,Other,
1391158,Other,
1391214,International relations,
1397888,Other,
1397899,Income and Tax,
1397881,Other,
1391144,Other,
1397910,Income and Tax,
1397858,Other,
1397832,Trade,
1397965,Income and Tax,
1398037,Income and Tax,
1397873,Trade,
1397925,Income and Tax,
1398042,Income and Tax,
1397972,Wartime,
1397848,Other,
1397849,Other,
1397918,Income and Tax,
1398081,Income and Tax,
1398056,Trade,
1398027,Income and Tax,
1397866,Other,
1397973,Income and Tax,
1390693,Infrastructure,
1398100,Income and Tax,
1398040,Income and Tax,
1397914,Income and Tax,
1397875,Other,
1397978,Income and Tax,
1397864,Other,
1397953,Income and Tax,
1398064,Income and Tax,
1397915,Income and Tax,
1398090,Income and Tax,
1398022,Income and Tax,
1397941,Income and Tax,
1397931,Income and Tax,
1398102,Income and Tax,
1398147,Infrastructure,
1398135,Infrastructure,
1398152,Infrastructure,
1398184,Infrastructure,
1398196,Infrastructure,
1398115,Income and Tax,
1398174,Infrastructure,
1398156,Infrastructure,
1398123,Income and Tax,
1398195,Infrastructure,
1400332,Other,
1398189,Infrastructure,
1398122,Income and Tax,
1398164,Infrastructure,
1398153,Infrastructure,
1397868,Other,
1398126,Income and Tax,
1398109,Income and Tax,
1398121,Income and Tax,
1398133,Infrastructure,
1398201,Infrastructure,
1398170,Infrastructure,
1398171,Infrastructure,
1400343,Wartime,
1398181,Infrastructure,
1398203,Infrastructure,
1400347,Wartime,
1400350,Wartime,
1400327,Other,
1400389,Wartime,
1400465,Infrastructure,
1400407,Wartime,
1400484,Trade,
1400508,International relations,
1400344,Wartime,
1400507,International relations,
1400341,Other,
1400536,International relations,
1400495,Budget,
1400505,International relations,
1400478,International relations,
1400514,International relations,
1400486,International relations,
1400414,Wartime,
1400497,International relations,
1400476,International relations,
1400623,International relations,
1400627,International relations,
1400576,International relations,
1400668,Budget,
1400568,Trade,
1400566,Trade,
1400672,Budget,
1398162,Infrastructure,
1400570,Trade,
1400639,International relations,
1400550,Other,
1400615,International relations,
1400635,Budget,
1400564,International relations,
1397926,Income and Tax,
1400691,International relations,
1400748,International relations,
1400716,International relations,
1400685,Trade,
1400715,Trade,
1400678,Trade,
1400717,International relations,
1400784,Trade,
1400689,International relations,
1400563,International relations,
1400725,International relations,
1400742,International relations,
1400751,Trade,
1400562,International relations,
1400705,International relations,
1400713,International relations,
1400768,International relations,
1400796,International relations,
1400614,International relations,
1400684,International relations,
1400542,Other,
1400744,International relations,
1400649,International relations,
1400816,International relations,
1400778,International relations,
1400809,International relations,
1400613,International relations,
1400607,International relations,
1400798,International relations,
1400832,Trade,
1400765,International relations,
1400802,Trade,
1400780,International relations,
1400539,International relations,
1400834,Trade,
1400766,International relations,
1400842,International relations,
1400827,Trade,
1400603,International relations,
1400769,International relations,
1400828,Trade,
1400759,International relations,
1400858,International relations,
1400854,International relations,
1400829,Trade,
1400907,Trade,
1400669,Trade,
1400572,International relations,
1400596,International relations,
1400856,Trade,
1400620,International relations,
1400937,International relations,
1400962,International relations,
1400968,International relations,
1400964,International relations,
1400965,International relations,
1400930,International relations,
1400935,International relations,
1400926,International relations,
1400899,International relations,
1400977,International relations,
1400918,International relations,
1400971,International relations,
1400895,International relations,
1400966,International relations,
1401000,International relations,
1400932,International relations,
1400975,International relations,
1400973,International relations,
1401005,International relations,
1400991,International relations,
1401010,International relations,
1401051,International relations,
1400990,International relations,
1401070,Other,
1401023,International relations,
1400905,International relations,
1400928,International relations,
1400933,International relations,
1400996,International relations,
1401009,International relations,
1400970,International relations,
1400995,International relations,
1401128,International relations,
1401013,International relations,
1401021,Budget,
1401049,International relations,
1401007,International relations,
1401022,International relations,
1401089,International relations,
1401130,International relations,
1401150,International relations,
1401230,Wartime,
1401148,Trade,
1401105,International relations,
1401118,International relations,
1401239,Infrastructure,
1401212,Wartime,
1401219,Wartime,
1401011,International relations,
1401225,Education,
1401214,Wartime,
1401158,International relations,
1401157,International relations,
1401194,Infrastructure,
1401211,Wartime,
1401226,Wartime,
1401198,Infrastructure,
1401113,International relations,
1401222,Wartime,
1401202,Wartime,
1401015,International relations,
1401155,International relations,
1401196,Infrastructure,
1401268,Wartime,
1401238,Other,
1401289,Wartime,
1401267,Wartime,
1401249,Wartime,
1401293,Wartime,
1401287,Wartime,
1401373,Trade,
1401218,Wartime,
1401291,Wartime,
1401294,Wartime,
1401403,Trade,
1401366,Trade,
1401362,Trade,
1401295,Wartime,
1401299,Wartime,
1401290,Wartime,
1401377,Trade,
1401369,Trade,
1401303,Wartime,
1401301,Wartime,
1401354,Trade,
1401393,Trade,
1401397,Trade,
1401382,Wartime,
1401401,Trade,
1401545,Other,
1401304,Wartime,
1401409,Trade,
1401543,Other,
1401406,Trade,
1401533,Other,
1401560,Wartime,
1401431,Trade,
1401481,Infrastructure,
1401529,Infrastructure,
1401552,Other,
1401450,Trade,
1401352,Trade,
1401452,Trade,
1401621,Other,
1401563,Trade,
1401622,Other,
1401494,Trade,
1401480,Infrastructure,
1401620,Other,
1401619,Infrastructure,
1401524,Education,
1401635,Other,
1401604,International relations,
1401436,Trade,
1400872,International relations,
1401603,International relations,
1401624,Infrastructure,
1401606,International relations,
1401626,Infrastructure,
1398179,Infrastructure,
1401593,Wartime,
1400840,International relations,
1401700,Infrastructure,
1401634,Wartime,
1401712,Other,
1401627,Other,
1401629,Other,
1401447,Trade,
1401645,Other,
1401490,Trade,
1401631,Other,
1401657,Other,
1401653,Other,
1401623,Infrastructure,
1401518,Infrastructure,
1401652,Other,
1401213,Wartime,
1401654,Other,
1401709,Wartime,
1401696,Infrastructure,
1401643,Other,
1401694,Infrastructure,
1401660,Other,
1401625,Infrastructure,
1401632,Other,
1401726,Other,
1401676,Other,
1401655,Other,
1401413,Trade,
1401549,Trade,
1401788,Other,
1401716,Other,
1401721,Infrastructure,
1401775,Other,
1401770,Other,
1401715,Infrastructure,
1401732,Other,
1401787,Other,
1401794,Other,
1401617,Other,
1401790,Other,
1401792,Other,
1401789,Other,
1401817,Infrastructure,
1401842,Other,
1401811,Trade,
1401807,Trade,
1401802,Trade,
1401884,Other,
1401855,Infrastructure,
1401902,Other,
1401729,Other,
1401875,Wartime,
1401874,Wartime,
1401826,Trade,
1401882,Other,
1401909,Income and Tax,
1401730,Other,
1401848,Other,
1401905,Other,
1401900,Infrastructure,
1402009,Income and Tax,
1402007,Income and Tax,
1401866,Infrastructure,
1401930,Income and Tax,
1402022,Income and Tax,
1401926,Income and Tax,
1402111,Income and Tax,
1402089,Income and Tax,
1401897,Other,
1402058,Income and Tax,
1401891,Infrastructure,
1402064,Health care,
1402005,Income and Tax,
1401929,Income and Tax,
1402040,Income and Tax,
1402097,Income and Tax,
1402172,Income and Tax,
1402121,Income and Tax,
1402160,Income and Tax,
1402118,Income and Tax,
1402024,Wartime,
1402060,Income and Tax,
1402107,Income and Tax,
1401911,Income and Tax,
1402061,Income and Tax,
1402086,Income and Tax,
1402226,Income and Tax,
1402098,Income and Tax,
1402173,Income and Tax,
1402115,Income and Tax,
1402161,Income and Tax,
1401970,Income and Tax,
1402117,Income and Tax,
1402120,Income and Tax,
1402151,Income and Tax,
1402163,Income and Tax,
1401997,Income and Tax,
1401924,Income and Tax,
1402224,Income and Tax,
1402025,Wartime,
1402275,Other,
1402203,Income and Tax,
1402242,Income and Tax,
1402247,Income and Tax,
1402068,Income and Tax,
1402216,Income and Tax,
1401931,Other,
1402291,Wartime,
1402239,Income and Tax,
1402322,Budget,
1402094,Income and Tax,
1402268,Other,
1402265,Wartime,
1402261,International relations,
1401946,Income and Tax,
1402218,Income and Tax,
1402334,Other,
1402250,Income and Tax,
1401972,Budget,
1401995,Income and Tax,
1402303,Trade,
1402283,Wartime,
1402321,Budget,
1402350,Trade,
1402280,Wartime,
1402371,Income and Tax,
1402330,Budget,
1402297,Immigration,
1402168,Income and Tax,
1402358,Income and Tax,
1402362,Income and Tax,
1402326,Budget,
1402374,Income and Tax,
1402332,Other,
1402343,Wartime,
1402353,Income and Tax,
1402324,Budget,
1402375,Income and Tax,
1402473,Income and Tax,
1402376,Income and Tax,
1402486,Income and Tax,
1402377,Income and Tax,
1402596,Income and Tax,
1402388,Income and Tax,
1402433,Income and Tax,
1402531,Income and Tax,
1402474,Income and Tax,
1402506,Income and Tax,
1402460,Income and Tax,
1402532,Income and Tax,
1402669,Infrastructure,
1402482,Income and Tax,
1402484,Income and Tax,
1402472,Income and Tax,
1402511,Income and Tax,
1402580,Income and Tax,
1402478,Income and Tax,
1402602,Income and Tax,
1402412,Income and Tax,
1402494,Income and Tax,
1402420,Income and Tax,
1402673,Other,
1402807,Income and Tax,
1402399,Income and Tax,
1402605,Income and Tax,
1402526,Income and Tax,
1402711,Infrastructure,
1402518,Income and Tax,
1402802,Income and Tax,
1402406,Income and Tax,
1402530,Income and Tax,
1402481,Income and Tax,
1402594,Income and Tax,
1402722,Infrastructure,
1402643,Infrastructure,
1402851,Infrastructure,
1402747,Income and Tax,
1402626,Infrastructure,
1402584,Income and Tax,
1402728,Infrastructure,
1402730,Infrastructure,
1402734,Infrastructure,
1402627,Infrastructure,
1402408,Income and Tax,
1402786,Income and Tax,
1402396,Income and Tax,
1402769,Income and Tax,
1402841,Infrastructure,
1402788,Income and Tax,
1402837,Infrastructure,
1402761,Income and Tax,
1402803,Income and Tax,
1402794,Income and Tax,
1402865,Infrastructure,
1390385,Other,
1402825,Infrastructure,
1402763,Income and Tax,
1402520,Income and Tax,
1402829,Infrastructure,
1402906,Infrastructure,
1402888,Infrastructure,
1402908,Infrastructure,
1402909,Infrastructure,
1402468,Income and Tax,
1402864,Infrastructure,
1402873,Infrastructure,
1402885,Infrastructure,
1402874,Infrastructure,
1402721,Infrastructure,
1402911,Infrastructure,
1402913,Infrastructure,
1397412,Income and Tax,
1402920,Infrastructure,
1402928,Infrastructure,
1402930,Infrastructure,
1402927,Infrastructure,
1402948,Infrastructure,
1402968,Infrastructure,
1402966,Infrastructure,
1403002,Other,
1403004,Other,
1402997,Wartime,
1403006,Wartime,
1402971,Infrastructure,
1402943,Infrastructure,
1403003,Other,
1403144,Other,
1403000,Other,
1391160,Other,
1402995,Wartime,
1403014,Wartime,
1402984,Other,
1403199,Trade,
1403033,Wartime,
1403115,Other,
1402996,Wartime,
1403023,Other,
1403005,Wartime,
1403223,International relations,
1403183,International relations,
1403135,Budget,
1403249,International relations,
1403063,Other,
1403015,Wartime,
1403306,International relations,
1402391,Income and Tax,
1403119,Other,
1403252,International relations,
1402994,Other,
1402999,Other,
1403244,International relations,
1403304,International relations,
1403056,Other,
1403043,Wartime,
1403121,Other,
1403228,Trade,
1403053,Other,
1403319,Other,
1403302,International relations,
1403001,Other,
1403325,Other,
1403133,Other,
1403341,Infrastructure,
1403034,Wartime,
1403018,Other,
1403046,Wartime,
1403100,Other,
1403047,Health care,
1403227,International relations,
1403157,Other,
1403342,Infrastructure,
1403318,Other,
1403098,Other,
1403334,Other,
1403322,Health care,
1403301,International relations,
1403346,Infrastructure,
1403295,International relations,
1403158,Other,
1403020,Other,
1403140,Income and Tax,
1403062,Other,
1403036,Other,
1403370,Immigration,
1403132,Other,
1403214,International relations,
1403263,International relations,
1403377,Immigration,
1403251,International relations,
1403376,Immigration,
1403052,Wartime,
1403123,Budget,
1403379,Immigration,
1403124,Other,
1403058,Wartime,
1403352,Other,
1403378,Immigration,
1403364,Immigration,
1403401,Infrastructure,
1403399,Infrastructure,
1403403,Infrastructure,
1403384,Immigration,
1403385,Immigration,
1403404,Infrastructure,
1403443,Infrastructure,
1403383,Immigration,
1403418,Infrastructure,
1403421,Infrastructure,
1403451,Infrastructure,
1403429,Infrastructure,
1403447,Infrastructure,
1403523,Budget,
1403551,Wartime,
1403535,Infrastructure,
1403495,Infrastructure,
1403573,Wartime,
1403461,Infrastructure,
1403584,Health care,
1403460,Infrastructure,
1403480,Infrastructure,
1403596,Wartime,
1403445,Infrastructure,
1403607,Wartime,
1403598,Wartime,
1403521,Infrastructure,
1403423,Infrastructure,
1403585,Wartime,
1403424,Infrastructure,
1403675,Wartime,
1403594,Wartime,
1403579,Wartime,
1403609,Wartime,
1403589,Wartime,
1403669,Wartime,
1403605,Wartime,
1403624,Wartime,
1403569,Wartime,
1403483,Infrastructure,
1403577,Wartime,
1403514,Infrastructure,
1403648,Wartime,
1403671,Wartime,
1403626,Wartime,
1403613,Wartime,
1403666,Wartime,
1403630,Wartime,
1403670,Wartime,
1403725,Wartime,
1402599,Income and Tax,
1403615,Wartime,
1403753,Income and Tax,
1403691,Wartime,
1403555,Wartime,
1403637,Wartime,
1403665,Wartime,
1403687,Wartime,
1403693,Wartime,
1403815,Wartime,
1403808,Wartime,
1403794,Health care,
1403689,Wartime,
1403750,Wartime,
1403729,Wartime,
1403616,Wartime,
1403770,Wartime,
1403699,Wartime,
1403720,Wartime,
1403679,Wartime,
1403807,Wartime,
1403735,Wartime,
1403810,Infrastructure,
1403592,Wartime,
1403711,Wartime,
1403778,Wartime,
1403811,Wartime,
1403719,Wartime,
1403839,Budget,
1403854,Health care,
1403849,Health care,
1403896,Health care,
1403821,Wartime,
1403850,Health care,
1403848,Health care,
1403873,Health care,
1403870,Health care,
1403879,Health care,
1403897,Health care,
1403856,Health care,
1403875,Health care,
1403863,Health care,
1403865,Health care,
1403900,Health care,
1403890,Health care,
1403837,Infrastructure,
