basepk,chunk_index,topic,category,procedural_score,error_x,error_y
3927203,0,time allocation and debate limitation,Parliamentary Affairs,0.75,,
3927203,1,time allocation on vital bill,Parliamentary Affairs,0.75,,
3927247,0,closure motion on bill affecting elderly and ill,Parliamentary Affairs,0.75,,
3927247,1,criticism of government's harmonization policy,Intergovernmental & Constitutional Affairs,0.25,,
3927247,2,Canada's health care system compared to US,Social Policy,0.0,,
3927247,3,national health care program and intellectual property,Social Policy,0.0,,
3927247,4,doctors' income and medicare extra billing,Social Policy,0.0,,
3927247,5,drug prices and compulsory licensing,Trade & Industry,0.0,,
3927247,6,drug companies and research and development,Trade & Industry,0.0,,
3927247,7,patent rewards and research and development incentives,Trade & Industry,0.0,,
3927247,8,research and development subsidies,Trade & Industry,0.0,,
3927247,9,research and development and drug manufacturing,Trade & Industry,0.0,,
3927247,10,drug companies and compulsory licensing,Trade & Industry,0.0,,
3927287,0,patent law amendment for drug development,Trade & Industry,0.0,,
3927287,1,regulations for patent expiry,Trade & Industry,0.0,,
3927287,2,patent rights for manufactured products,Trade & Industry,0.0,,
3927287,3,patent infringement and court remedies,"Justice, Rights & Immigration",0.0,,
3927348,0,order of business,Parliamentary Affairs,0.75,,
3927359,0,amendment to Bill C-91 regarding medicine pricing,Trade & Industry,0.0,,
3927359,1,notice of compliance for inventions,Trade & Industry,0.0,,
3927494,0,fair vote procedure,Parliamentary Affairs,0.75,,
3927875,0,unanimous consent,Parliamentary Affairs,0.75,,
3927920,0,debate on a bill,Parliamentary Affairs,0.5,,
3927926,0,compulsory licensing system in Canada,Trade & Industry,0.25,,
3927926,1,compulsory licensing of drugs,Trade & Industry,0.25,,
3927926,2,drug pricing and compulsory licensing,Trade & Industry,0.0,,
3927926,3,prescription drug prices in Canada and US,Trade & Industry,0.0,,
3927948,0,debate and co-operation,Parliamentary Affairs,0.5,,
3927951,0,compulsory licensing of drugs,Trade & Industry,0.25,,
3927951,1,savings from generic pharmaceuticals,Trade & Industry,0.0,,
3927951,2,cost of Bill C-91 to Canadian health care,Trade & Industry,0.25,,
3927979,0,Bill C-22 research and development investment,Trade & Industry,0.0,,
3927979,1,research and development job creation,Trade & Industry,0.0,,
3927996,0,compulsory licensing and prescription drug costs,Trade & Industry,0.25,,
3927996,1,prescription drug prices and intellectual property,Trade & Industry,0.0,,
3927996,2,compulsory licencing and multinational corporations,Trade & Industry,0.25,,
3927997,0,opposition to Bill C-91,Trade & Industry,0.25,,
3927997,1,compulsory licencing and health care system,Trade & Industry,0.0,,
3927997,2,GATT and NAFTA pharmaceutical patent legislation,Trade & Industry,0.0,,
3927997,3,generic drug industry patent protection,Trade & Industry,0.0,,
3927997,4,debate on global marketplace and C-91,Trade & Industry,0.5,,
3927997,5,Patented Medicine Prices Review Board powers,Trade & Industry,0.25,,
3927997,6,intellectual property protection and Bill C-91,Trade & Industry,0.0,,
3927997,7,drug price increases and pharmaceutical patents,Trade & Industry,0.0,,
3928058,0,unemployment predictions,Economic & Fiscal Policy,0.25,,
3928061,0,job losses and government response,Economic & Fiscal Policy,0.25,,
3928063,0,taxpayer funded political advertising and unemployment,Economic & Fiscal Policy,0.25,,
3928074,0,economic action plan and job creation,Economic & Fiscal Policy,0.25,,
3928086,0,government investment in human resources development,Economic & Fiscal Policy,0.0,,
3928093,0,unemployment benefits for marginalized groups,Social Policy,0.0,,
3928110,0,prohibiting child pornography,"Justice, Rights & Immigration",0.0,,
3928118,0,conflict of interest legislation,Government Operations & Ethics,0.25,,
3928136,0,debate timing,Parliamentary Affairs,0.75,,
3928180,0,Conservative election record,Government Operations & Ethics,0.75,,
3928180,1,Bill C-91 and a dimension of tenderness,Trade & Industry,0.25,,
3928184,0,drug prices and intellectual property rights,Trade & Industry,0.0,,
3928184,1,drug price control board,Trade & Industry,0.0,,
3928212,0,appreciation for parliamentary debate,Parliamentary Affairs,0.75,,
3928231,0,second reading of Bill S-16,Parliamentary Affairs,0.75,,
3928239,0,United Grain Growers restructuring bill,Trade & Industry,0.0,,
3928239,1,United Grain Growers capital reorganization,Trade & Industry,0.0,,
3928248,0,impact of Bill C-226 on fuel industry,Agriculture & Natural Resources,0.0,,
3928248,1,ethanol production and use in Canada,Agriculture & Natural Resources,0.0,,
3928248,2,MMT in gasoline production and octane rating,Agriculture & Natural Resources,0.0,,
3928248,3,MMT and oxygenated fuels in gasoline,Agriculture & Natural Resources,0.0,,
3928248,4,MTBE and ethanol in gasoline production,Agriculture & Natural Resources,0.0,,
3928248,5,MMT removal from gasoline and its costs,Agriculture & Natural Resources,0.0,,
3928248,6,gasoline specifications and ethanol production,Agriculture & Natural Resources,0.1,,
3928258,0,Canada's wild fur industry and European trade,Trade & Industry,0.0,,
3928258,1,fur trade and European legislation,Trade & Industry,0.25,,
3928258,2,fur industry support and training,Trade & Industry,0.0,,
3928260,0,expulsion of Canadians from Brazil,"Justice, Rights & Immigration",0.0,,
3928260,1,Christine Lamont's illness and Prime Minister's assurances,"Justice, Rights & Immigration",0.0,,
3928260,2,Canada-Brazil relations and justice cooperation,Foreign Affairs & Defence,0.25,,
3928260,3,Canadians imprisoned in Brazil,"Justice, Rights & Immigration",0.0,,
3928274,0,respecting court processes,Parliamentary Affairs,0.25,,
3928345,0,changes to the Young Offenders Act,"Justice, Rights & Immigration",0.0,,
3928375,0,unemployment and manufacturing sector performance,Economic & Fiscal Policy,0.0,,
3928375,1,unemployment and government policy,Social Policy,0.25,,
3928381,0,homelessness and jobless youth,Social Policy,0.0,,
3928389,0,unemployment and poverty reduction,Social Policy,0.25,,
3928416,0,Canada-US trade negotiations,Trade & Industry,0.0,,
3928424,0,CBC pension fund surplus,Social Policy,0.0,,
3928436,0,Vimy band moving expenses,Government Operations & Ethics,0.0,,
3928448,0,House of Commons Standing Orders,Parliamentary Affairs,0.75,,
3928448,1,debate rules on international issues,Parliamentary Affairs,0.5,,
3928459,0,report of the Standing Committee on Aboriginal Affairs,Indigenous & Northern Affairs,0.25,,
3928459,1,native Canadians housing problems,Indigenous & Northern Affairs,0.0,,
3928459,2,report on community hospitality,Government Operations & Ethics,0.0,,
3928501,0,"prohibition of ""Serial Killer"" game","Justice, Rights & Immigration",0.25,,
3928518,0,Voyageur 92 program production and placement,Government Operations & Ethics,0.0,,
3928521,0,public information campaign on trade agreements,Trade & Industry,0.0,,
3928521,1,contracts for trade public information campaign,Trade & Industry,0.0,,
3928557,0,Gwich'in land claim and traditional territory,Indigenous & Northern Affairs,0.0,,
3928557,1,Yukon First Nations land management,Indigenous & Northern Affairs,0.0,,
3928569,0,environmental impact review board,Agriculture & Natural Resources,0.0,,
3928606,0,court restructuring in Nova Scotia,"Justice, Rights & Immigration",0.0,,
3928606,1,Nova Scotia Superior Court judges' salaries and retirement,"Justice, Rights & Immigration",0.0,,
3928606,2,mandatory training for judges on gender sensitivity,"Justice, Rights & Immigration",0.25,,
3928634,0,appointment of judges to the bar,"Justice, Rights & Immigration",0.0,,
3928650,0,accountability of judges' expenses,"Justice, Rights & Immigration",0.25,,
3928662,0,definition of judicial office,"Justice, Rights & Immigration",0.0,,
3928681,0,amendment to remove trial division,"Justice, Rights & Immigration",0.0,,
3928686,0,court system amendments,"Justice, Rights & Immigration",0.0,,
3928755,0,third reading of environmental legislation,Agriculture & Natural Resources,0.25,,
3928755,1,bill respecting protection of animals and plants,Agriculture & Natural Resources,0.0,,
3928755,2,wildlife protection legislation,Agriculture & Natural Resources,0.0,,
3928755,3,wild animal and plant species protection,Agriculture & Natural Resources,0.0,,
3928755,4,wild animal and plant conservation,Agriculture & Natural Resources,0.0,,
3928755,5,Canada's obligations under biodiversity convention,Agriculture & Natural Resources,0.0,,
3928755,6,international human rights conventions,"Justice, Rights & Immigration",0.25,,
3928771,0,Christmas and New Year greetings,Government Operations & Ethics,1.0,,
3928807,0,amendment to human rights act,"Justice, Rights & Immigration",0.25,,
3928808,0,petition on Armenian genocide anniversary,"Justice, Rights & Immigration",0.5,,
3928808,1,Armenian genocide recognition and Turkish government pressure,Foreign Affairs & Defence,0.0,,
3928862,0,farmers' desperate situation in Saskatchewan,Agriculture & Natural Resources,0.0,,
3928862,1,agricultural policy and trade agreements,Agriculture & Natural Resources,0.0,,
3928862,2,farm crisis and deficiency payments,Agriculture & Natural Resources,0.0,,
3928862,3,agriculture deficiency payments for producers,Agriculture & Natural Resources,0.0,,
3928862,4,agricultural income and farm programs,Agriculture & Natural Resources,0.0,,
3928862,5,Canadian Wheat Board jurisdiction over barley,Agriculture & Natural Resources,0.0,,
3928862,6,Western Grain Transportation Act and producer payment,Agriculture & Natural Resources,0.0,,
3928862,7,federal off-loading of farm program costs to provinces,Agriculture & Natural Resources,0.0,,
3928862,8,farm support programs and agricultural sector,Agriculture & Natural Resources,0.0,,
3928864,0,order of business,Parliamentary Affairs,0.75,,
3928873,0,Toronto's contribution to Canadian economy,Economic & Fiscal Policy,0.25,,
3928873,1,unemployment rate in Toronto,Economic & Fiscal Policy,0.0,,
3928873,2,tax policy and industrial development,Economic & Fiscal Policy,0.25,,
3928873,3,trade balance and international trade,Trade & Industry,0.0,,
3928873,4,dependence of Canadian goods on one client,Trade & Industry,0.0,,
3928881,0,economic policy and full employment,Economic & Fiscal Policy,0.0,,
3928899,0,Tioxide Canada plant cancellation,Trade & Industry,0.25,,
3928899,1,environmental damage and corporate responsibility,"Justice, Rights & Immigration",0.0,,
3928906,0,Canada-United States Free Trade Agreement,Trade & Industry,0.25,,
3928906,1,NAFTA and federal election,Trade & Industry,0.25,,
3928929,0,government promises on bankruptcies,Economic & Fiscal Policy,0.25,,
3928929,1,infrastructure program job creation,Economic & Fiscal Policy,0.25,,
3928940,0,closing tax loopholes for family trusts,Economic & Fiscal Policy,0.25,,
3928963,0,Canada-US steel dispute and trade pact,Trade & Industry,0.0,,
3928969,0,farm safety net programs and grain sales,Agriculture & Natural Resources,0.0,,
3928969,1,federal and provincial farm income support,Agriculture & Natural Resources,0.0,,
3928989,0,fishermen's groundfish licences,Agriculture & Natural Resources,0.0,,
3929021,0,government borrowing authority,Economic & Fiscal Policy,0.0,,
3929021,1,borrowing authorization for government spending,Economic & Fiscal Policy,0.0,,
3929021,2,government borrowing and spending,Economic & Fiscal Policy,0.25,,
3929021,3,unemployment insurance and labour force training,Social Policy,0.25,,
3929021,4,interprovincial trade barriers,Trade & Industry,0.0,,
3929021,5,government fiscal and monetary policies,Economic & Fiscal Policy,0.25,,
3929021,6,unemployment insurance and pharmaceutical costs,Social Policy,0.25,,
3929049,0,national guidelines for indoor air quality,Social Policy,0.0,,
3929049,1,indoor air quality guidelines for residential establishments,Social Policy,0.0,,
3929049,2,indoor air quality guidelines for health,Social Policy,0.0,,
3929049,3,national strategy for indoor air quality,Social Policy,0.0,,
3929049,4,health protection in buildings,Social Policy,0.0,,
3929062,0,closing of rural post offices,Government Operations & Ethics,0.0,,
3929062,1,Canada Post rural post office closures,Government Operations & Ethics,0.25,,
3929062,2,closing rural post offices,Government Operations & Ethics,0.25,,
3929095,0,unemployment insurance act changes,Social Policy,0.0,,
3929095,1,unemployment insurance benefits and welfare,Social Policy,0.0,,
3929150,0,criticism of New Democrats' judgment,Parliamentary Affairs,0.75,,
3929165,0,trade agreement and steel industry access,Trade & Industry,0.25,,
3929177,0,evacuation of Davis Inlet community,Indigenous & Northern Affairs,0.0,,
3929180,0,government support for shipbuilding and rail car construction,Trade & Industry,0.0,,
3929186,0,railway tax relief and operations,Trade & Industry,0.0,,
3929194,0,government action on unemployment in Quebec,Social Policy,0.25,,
3929214,0,condolences for former member Harold Winch,Parliamentary Affairs,0.25,,
3929253,0,merger of SSHRC and Canada Council,Government Operations & Ethics,0.25,,
3929288,0,unemployment insurance benefits eligibility,Social Policy,0.25,,
3929288,1,abuse in dismissal process,"Justice, Rights & Immigration",0.0,,
3929288,2,judicial system costs and proposed changes,"Justice, Rights & Immigration",0.25,,
3929288,3,ministerial encouragement for independent voting,Parliamentary Affairs,0.25,,
3929288,4,unemployment insurance beneficiaries in Quebec,Social Policy,0.0,,
3929288,5,unemployment insurance eligibility changes,Social Policy,0.25,,
3929288,6,unemployment insurance benefits,Social Policy,0.25,,
3929317,0,unemployment insurance eligibility,Social Policy,0.0,,
3929318,0,support for motion on unemployment,Social Policy,0.25,,
3929318,1,working conditions and hours of work,Social Policy,0.0,,
3929318,2,unemployment insurance for harassed worker,Social Policy,0.0,,
3929356,0,attacking the unemployed,Social Policy,0.75,,
3929356,1,criticism of bill's severity,Parliamentary Affairs,0.25,,
3929359,0,parliamentary conduct and attendance,Parliamentary Affairs,0.75,,
3929405,0,unemployment insurance benefits for quitters,Social Policy,0.25,,
3929405,1,unemployment insurance claims and reasons for separation,Social Policy,0.0,,
3929405,2,sexual harassment and UIC cases,Social Policy,0.0,,
3929405,3,unemployment insurance for quitters vs. cheaters,Social Policy,0.25,,
3929405,4,sexual harassment in the workplace,Social Policy,0.0,,
3929405,5,occupational injuries and deaths,Social Policy,0.0,,
3929405,6,occupational injuries and risk,Social Policy,0.0,,
3929405,7,unemployment insurance benefit reduction,Social Policy,0.0,,
3929405,8,unemployment insurance changes,Social Policy,0.25,,
3929446,0,unemployment insurance benefits,Social Policy,0.25,,
3929531,0,Canadian aid to Indonesia over East Timor,Foreign Affairs & Defence,0.0,,
3929534,0,meningitis test for early diagnosis,Social Policy,0.0,,
3929538,0,petition for availability of test kit,Social Policy,0.25,,
3929555,0,borrowing authority legislation,Economic & Fiscal Policy,0.25,,
3929556,0,reflection on a vote,Parliamentary Affairs,0.75,,
3929583,0,unparliamentary language,Parliamentary Affairs,0.75,,
3929585,0,parliamentary procedure and conduct,Parliamentary Affairs,0.75,,
3929679,0,free trade agreement economic impact,Trade & Industry,0.0,,
3929679,1,exports under the free trade agreement,Trade & Industry,0.0,,
3929697,0,unemployment insurance and government policies,Social Policy,0.25,,
3929700,0,unemployment insurance eligibility,Social Policy,0.25,,
3929708,0,appointments to the board,Government Operations & Ethics,0.25,,
3929711,0,farm income in Saskatchewan,Agriculture & Natural Resources,0.25,,
3929711,1,emergency payout and new farm policy,Agriculture & Natural Resources,0.0,,
3929717,0,Young Offenders Act revision,"Justice, Rights & Immigration",0.0,,
3929721,0,EH-101 and Paramax lobbyists,Government Operations & Ethics,0.0,,
3929723,0,criticism of member's conduct,Parliamentary Affairs,0.75,,
3929737,0,Atlantic Canada four-lane highway funding,Intergovernmental & Constitutional Affairs,0.0,,
3929740,0,Paramax helicopter contract cancellation costs,Government Operations & Ethics,0.25,,
3929742,0,Department of National Defence Sea King helicopters,Foreign Affairs & Defence,0.25,,
3929765,0,government job creation and inflation control,Economic & Fiscal Policy,0.25,,
3929765,1,tax system reform,Economic & Fiscal Policy,0.0,,
3929765,2,fairness and efficiency of the tax act,Economic & Fiscal Policy,0.0,,
3929765,3,tax avoidance by large corporations,Economic & Fiscal Policy,0.0,,
3929765,4,single tax system proposal,Economic & Fiscal Policy,0.0,,
3929765,5,closing tax loopholes for corporations,Economic & Fiscal Policy,0.0,,
3929765,6,corporate tax preferences and grants,Economic & Fiscal Policy,0.0,,
3929765,7,scrapping the GST,Economic & Fiscal Policy,0.25,,
3929773,0,government programs and official control,Government Operations & Ethics,0.25,,
3929773,1,government officials and lobbyists influence,Government Operations & Ethics,0.5,,
3929777,0,fisheries program and family issues,Agriculture & Natural Resources,0.25,,
3929777,1,fishery licensing policy consultation,Agriculture & Natural Resources,0.0,,
3929777,2,licensing policy for part-timers,Agriculture & Natural Resources,0.25,,
3929777,3,fishermen licensing policies consultation,Agriculture & Natural Resources,0.0,,
3929811,0,rail line abandonment under National Transportation Act,Trade & Industry,0.0,,
3929811,1,railway abandonment review process,Trade & Industry,0.0,,
3929812,0,Canada's role in Cyprus UN peacekeeping,Foreign Affairs & Defence,0.0,,
3929812,1,federal constitution for Cyprus,Intergovernmental & Constitutional Affairs,0.0,,
3929812,2,Canada's withdrawal from Cyprus peacekeeping,Foreign Affairs & Defence,0.0,,
3929820,0,Columbia River Treaty and fresh water export,Agriculture & Natural Resources,0.0,,
3929820,1,free trade agreement water export concerns,Trade & Industry,0.0,,
3929820,2,Canada-US water treaty and Columbia River,Agriculture & Natural Resources,0.0,,
3929820,3,NAFTA provisions on water exports,Trade & Industry,0.0,,
3929870,0,strengthening laws against violence to women,"Justice, Rights & Immigration",0.0,,
3929872,0,refugee status and persecution,"Justice, Rights & Immigration",0.0,,
3929872,1,refugee status for women fleeing persecution,"Justice, Rights & Immigration",0.0,,
3929884,0,job creation and unemployment,Social Policy,0.25,,
3929905,0,Canadian investment in Texas,Trade & Industry,0.0,,
3929905,1,raiding of Canadian investment under free trade,Trade & Industry,0.25,,
3929913,0,employment and labour force participation,Social Policy,0.25,,
3929922,0,premier's comments on investment,Trade & Industry,0.5,,
3929930,0,toxic effluent reduction along St. Lawrence River,Agriculture & Natural Resources,0.0,,
3929931,0,Tioxide plant infrastructure and environmental upgrades,Agriculture & Natural Resources,0.0,,
3929931,1,Tioxide polluters and enforcement of laws,Agriculture & Natural Resources,0.25,,
3929932,0,charges laid for court determination,"Justice, Rights & Immigration",0.25,,
3929932,1,Tioxide pollution and government agreements,Agriculture & Natural Resources,0.0,,
3929949,0,Canada-US trade dispute settlement,Trade & Industry,0.25,,
3929994,0,debate on Bill C-98 and Bill C-93,Parliamentary Affairs,0.25,,
3929994,1,government co-operation and notification,Government Operations & Ethics,0.75,,
3930117,0,Niagara River toxic waste clean-up,Agriculture & Natural Resources,0.0,,
3930117,1,Niagara River chemical pollution and drinking water,Agriculture & Natural Resources,0.0,,
3930133,0,misinformation about Bill C-105,Parliamentary Affairs,0.25,,
3930139,0,penalties for employers providing false information,"Justice, Rights & Immigration",0.0,,
3930198,0,veterans affairs job cuts,Social Policy,0.25,,
3930207,0,UI benefit appeals to umpire and Federal Court,Social Policy,0.0,,
3930218,0,petitions response time,Parliamentary Affairs,0.75,,
3930218,1,petition response time limits,Parliamentary Affairs,0.25,,
3930218,2,respect for petitions on immigration matters,Parliamentary Affairs,0.5,,
3930219,0,expediting responses to petitions,Parliamentary Affairs,0.25,,
3930221,0,question of privilege regarding unanswered petitions,Parliamentary Affairs,0.75,,
3930233,0,elimination of violence against women and children,Social Policy,0.0,,
3930234,0,petition on threat to medicare,Social Policy,0.25,,
3930234,1,Canada Health Act and health care funding,Social Policy,0.0,,
3930261,0,Small Businesses Loans Act debate,Economic & Fiscal Policy,0.0,,
3930261,1,small business during recession,Economic & Fiscal Policy,0.0,,
3930261,2,GST and support for small businesses,Economic & Fiscal Policy,0.25,,
3930261,3,small business job creation and food banks,Economic & Fiscal Policy,0.0,,
3930261,4,support for small business research and development,Trade & Industry,0.0,,
3930261,5,small business loans and recession impact,Economic & Fiscal Policy,0.0,,
3930261,6,small business loans for women entrepreneurs,Economic & Fiscal Policy,0.0,,
3930261,7,support for depressed urban areas,Economic & Fiscal Policy,0.0,,
3930261,8,support for small and medium-sized businesses,Trade & Industry,0.0,,
3930261,9,job creation through new food business,Economic & Fiscal Policy,0.0,,
3930261,10,Federal Business Development Bank loan refusal,Economic & Fiscal Policy,0.0,,
3930261,11,banks' duty to stimulate economy,Economic & Fiscal Policy,0.0,,
3930268,0,Northumberland Strait Crossing project,Trade & Industry,0.0,,
3930268,1,subsidy for bridge construction and operation,Economic & Fiscal Policy,0.0,,
3930268,2,Borden-Cape Tormentine bridge construction,Trade & Industry,0.0,,
3930268,3,economic benefits of bridge project,Economic & Fiscal Policy,0.0,,
3930268,4,environmental review of bridge project,Agriculture & Natural Resources,0.0,,
3930268,5,economic benefits of bridge project,Economic & Fiscal Policy,0.0,,
3930268,6,Northumberland Strait fixed link subsidy,Economic & Fiscal Policy,0.0,,
3930268,7,economic benefits of the Northumberland Strait crossing,Economic & Fiscal Policy,0.0,,
3930273,0,cost of st. lawrence river bridge construction,Economic & Fiscal Policy,0.0,,
3930273,1,cost of bridge project in Prince Edward Island,Economic & Fiscal Policy,0.0,,
3930273,2,highway and tunnel funding for Montreal's south shore,Economic & Fiscal Policy,0.0,,
3930280,0,Atlantic Canada infrastructure projects,Economic & Fiscal Policy,0.0,,
3930280,1,infrastructure investment in Atlantic Canada,Economic & Fiscal Policy,0.0,,
3930281,0,Trans-Canada Highway improvements in New Brunswick,Intergovernmental & Constitutional Affairs,0.0,,
3930281,1,New Brunswick highway infrastructure,Economic & Fiscal Policy,0.0,,
3930281,2,Trans-Canada Highway funding in New Brunswick,Economic & Fiscal Policy,0.0,,
3930327,0,postal services in rural and urban constituencies,Government Operations & Ethics,0.0,,
3930327,1,postal services and stamp shops in Winnipeg,Government Operations & Ethics,0.0,,
3930327,2,list of postal outlets and stamp shops,Government Operations & Ethics,0.0,,
3930341,0,GRIP program and farmer premiums,Agriculture & Natural Resources,0.0,,
3930341,1,Saskatchewan and Alberta GRIP programs,Agriculture & Natural Resources,0.0,,
3930341,2,farm income support and rural development,Agriculture & Natural Resources,0.0,,
3930346,0,wheat frost damage and provincial government response,Agriculture & Natural Resources,0.0,,
3930429,0,unemployment insurance voluntary quit penalty,Social Policy,0.0,,
3930431,0,punitive unemployment insurance policies,Social Policy,0.25,,
3930458,0,child abuse prevention programs,Social Policy,0.0,,
3930474,0,economic statement initiatives and UI measures,Social Policy,0.25,,
3930494,0,conflict of interest rules and Tory appointments,Government Operations & Ethics,0.25,,
3930498,0,youth education and future prosperity,Social Policy,0.0,,
3930539,0,election timing of farm aid,Agriculture & Natural Resources,0.25,,
3930539,1,provincial support for the grain industry,Agriculture & Natural Resources,0.0,,
3930545,0,farmer income and rural unrest,Agriculture & Natural Resources,0.0,,
3930545,1,farmers' financial problems and food processing plant closures,Agriculture & Natural Resources,0.0,,
3930545,2,farm competitiveness and free trade,Trade & Industry,0.0,,
3930545,3,competitiveness of Canadian fruit and vegetable supply industry,Trade & Industry,0.0,,
3930545,4,interest rates and fuel costs for industry,Economic & Fiscal Policy,0.0,,
3930545,5,horticultural industry competition and costs,Trade & Industry,0.0,,
3930545,6,competition in food processing,Trade & Industry,0.0,,
3930657,0,St. Pierre fishery dispute and codfish quotas,Agriculture & Natural Resources,0.0,,
3930665,0,cost-effectiveness of EH-101 helicopters,Foreign Affairs & Defence,0.0,,
3930744,0,petition for democratic government in Vietnam,Foreign Affairs & Defence,0.25,,
3930746,0,water diversion and NAFTA,Trade & Industry,0.25,,
3930766,0,point of order,Parliamentary Affairs,0.75,,
3930774,0,Prime Minister's briefing notes,Government Operations & Ethics,0.25,,
3930774,1,tabling of documents,Parliamentary Affairs,0.75,,
3930780,0,farm products marketing agencies act amendments,Agriculture & Natural Resources,0.25,,
3930780,1,Canadian Wheat Board Act promotion and research agencies,Agriculture & Natural Resources,0.25,,
3930780,2,agricultural promotion and research funding,Agriculture & Natural Resources,0.0,,
3930780,3,check-off on imported meat and Canadian commodities,Agriculture & Natural Resources,0.0,,
3930780,4,GATT negotiations and supply management,Trade & Industry,0.0,,
3930780,5,GATT negotiations and international support,Trade & Industry,0.0,,
3930780,6,Senate amendment to commodity check-off legislation,Agriculture & Natural Resources,0.0,,
3930798,0,recognition of dean of the house,Parliamentary Affairs,0.75,,
3930798,1,member of Parliament's political career,Parliamentary Affairs,0.25,,
3930798,2,tribute to retiring member,Parliamentary Affairs,0.75,,
3930833,0,amendments to the Financial Administration Act,Government Operations & Ethics,0.0,,
3930833,1,amendments to the Financial Administration Act,Government Operations & Ethics,0.0,,
3930833,2,government accountability and management processes,Government Operations & Ethics,0.25,,
3930833,3,timing of public accounts tabling,Government Operations & Ethics,0.25,,
3930833,4,Financial Administration Act,Government Operations & Ethics,0.25,,
3930833,5,Financial Administration Act amendment,Government Operations & Ethics,0.0,,
3930833,6,Auditor General report and bill deadline,Government Operations & Ethics,0.25,,
3930849,0,ban of serial killer board game,"Justice, Rights & Immigration",0.0,,
3930857,0,expulsion of Canadians from Brazil,"Justice, Rights & Immigration",0.25,,
3930896,0,creative accounting by minister of national revenue,Government Operations & Ethics,0.25,,
3930898,0,minister of revenue and GST responsibility,Economic & Fiscal Policy,0.25,,
3930903,0,Liberal policy on goods and services tax,Economic & Fiscal Policy,0.25,,
3930903,1,alternative to GST,Economic & Fiscal Policy,0.25,,
3930919,0,Conservative tax increases and the GST,Economic & Fiscal Policy,0.0,,
3930919,1,Goods and Services Tax administration,Economic & Fiscal Policy,0.25,,
3930919,2,GST revenue presentation in public accounts,Economic & Fiscal Policy,0.25,,
3930956,0,education and drug strategy initiatives,Social Policy,0.0,,
3930956,1,Canada's drug strategy and education,Social Policy,0.0,,
3930964,0,Canada Post customer service call centre,Government Operations & Ethics,0.0,,
3930964,1,privatization policy enhancing public services,Government Operations & Ethics,0.0,,
3930993,0,Unemployment Insurance Act implementation,Social Policy,0.25,,
3930993,1,unemployment insurance eligibility for voluntary quits,Social Policy,0.0,,
3930994,0,UI cuts vs income tax fraud savings,Social Policy,0.25,,
3931024,0,unemployment benefit reduction impact,Social Policy,0.25,,
3931029,0,government action on sexual harassment,Social Policy,0.0,,
3931040,0,NAFTA adjustment programs for laid-off workers,Social Policy,0.25,,
3931056,0,Charlottetown accord advertising programs,Intergovernmental & Constitutional Affairs,0.25,,
3931129,0,custodial jurisdiction for northern cod,Agriculture & Natural Resources,0.0,,
3931129,1,north Atlantic cod stocks and fishing limits,Agriculture & Natural Resources,0.0,,
3931129,2,cod quota reduction and its consequences,Agriculture & Natural Resources,0.0,,
3931129,3,European Community co-operation on fishing quotas,Agriculture & Natural Resources,0.0,,
3931129,4,north Atlantic cod quotas and NAFO,Agriculture & Natural Resources,0.0,,
3931129,5,management of cod stocks off Grand Banks,Agriculture & Natural Resources,0.0,,
3931130,0,fishing industry crisis,Agriculture & Natural Resources,0.25,,
3931130,1,extending fisheries jurisdiction to Grand Banks,Agriculture & Natural Resources,0.0,,
3931130,2,extension of fishing industry jurisdiction,Agriculture & Natural Resources,0.25,,
3931130,3,fisheries policy and government inaction,Agriculture & Natural Resources,0.25,,
3931130,4,extension of fisheries jurisdiction,Agriculture & Natural Resources,0.25,,
3931130,5,aid for east coast fishermen,Agriculture & Natural Resources,0.0,,
3931130,6,fisheries jurisdiction and external affairs,Agriculture & Natural Resources,0.25,,
3931130,7,Canadian fisheries policies,Agriculture & Natural Resources,0.25,,
3931134,0,order of precedence for private members' business,Parliamentary Affairs,0.75,,
3931144,0,inquiry into political influence on immigration board decisions,"Justice, Rights & Immigration",0.0,,
3931144,1,refugee board decision making,"Justice, Rights & Immigration",0.0,,
3931144,2,committee review of board appointments,Government Operations & Ethics,0.25,,
3931144,3,parliamentary investigation of allegations,Parliamentary Affairs,0.75,,
3931190,0,GATT negotiations on agriculture and supply management,Trade & Industry,0.0,,
3931219,0,sexual harassment and violence against women,Social Policy,0.0,,
3931219,1,John Crosbie's record on women's issues,Social Policy,0.25,,
3931223,0,sexual harassment in the workplace,Social Policy,0.25,,
3931247,0,unemployment insurance for older workers,Social Policy,0.0,,
3931250,0,unemployment and food bank usage,Social Policy,0.0,,
3931263,0,appointment of female judges and protection of women and children,Social Policy,0.0,,
3931277,0,conversions on North American free trade,Trade & Industry,0.25,,
3931279,0,elimination of student loan administration fee,Social Policy,0.0,,
3931474,0,motion for closure on government organization bill,Parliamentary Affairs,0.75,,
3931476,0,merger of procurement review board and trade tribunal,Trade & Industry,0.25,,
3931476,1,bid challenge mechanism for government procurement,Trade & Industry,0.0,,
3931476,2,procurement complaints and the PRB,Trade & Industry,0.0,,
3931476,3,Procurement Review Board and tribunal principles,Trade & Industry,0.0,,
3931476,4,redress for federal procurement suppliers,Trade & Industry,0.0,,
3931476,5,bid challenge mechanism for federal contracts,Trade & Industry,0.0,,
3931476,6,bid challenge mechanism for federal procurement,Trade & Industry,0.0,,
3931476,7,independent third party bid challenge mechanism,Trade & Industry,0.0,,
